"id","type","oms","kleur","fiets_soort_id","cat_code","cat_oms","soort","trefwoord"
"PL0100_BVH_2015317561","ECLIPSE","GAZELLE","MEERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015317666","ORANGE, STADSFI","GAZELLE","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015317680","FLYING DUTCHMAN","BATAVUS","ZWART","TAGSET-ID","DK42","VOERTUIGEN","FIETS","BAK"
"PL0100_BVH_2015317680","FLYING DUTCHMAN","BATAVUS","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","BAK"
"PL0100_BVH_2015317683","TRANSPORTFIETS","SWINCKELS","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015317685","CLASSIC","GAZELLE","CREME",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015318152","CIAO P3 STRAM","DAHON","BRUIN",NA,"DK42","VOERTUIGEN","FIETS","VOUW"
"PL0100_BVH_2015318323",NA,"TREK","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ATB"
"PL0100_BVH_2015318329",NA,"UNION","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015318368",NA,"BURGERS","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015318381","NEW YORK DE LUX","TARGET","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015318418","CLASSICA","POINTER","GROEN",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015318422","OMA FIETS","GAZELLE","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015318553","929","CONWAY","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ATB"
"PL0100_BVH_2015318673","ONBEKEND TYPE U","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015318673","ONBEKEND TYPE U","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015318694",NA,"GAZELLE","BRUIN","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015318696",NA,"GAZELLE","BRUIN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015318710","CHAMONIX S27","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015318711","CHAMONIX S27","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015319079","ORANGE C7","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015319083","BASIC","HIGHLANDER","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015319189","EMOTION C4  DLI","SPARTA","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015319189","EMOTION C4  DLI","SPARTA","ZILVERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015319203","ECLIPSE L.E. D4","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319247","RANDONNEUR MAAT","STEVENS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319258","MOEDERFIETS","CORTINA","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319351","MAMBO-7 DN7 TIT","BATAVUS","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319356","PARIS C7+","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319356","PARIS PLUS","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015319359","ORANGE XTRA ORA","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319359","ORANGE XTRA ORA","GAZELLE","GRIJS","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319359","ORANGE XTRA ORA","GAZELLE","GRIJS","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319368","ECLIPSE ECLIPSE","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015319368","ECLIPSE ECLIPSE","GAZELLE","GRIJS","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015319369","E-NOVA","KOGA MIYATA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015319372","O.DUTCH DR  ZWA","BATAVUS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319373","?","GAZELLE","GOUDKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015319375","ORANGE PLUS ORA","GAZELLE","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319375","ORANGE PLUS ORA","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319375","ORANGE PLUS ORA","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319375","ORANGE PLUS ORA","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319375","ORANGE PLUS ORA","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319375","ORANGE PLUS ORA","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319375","ORANGE PLUS ORA","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319409","10.7 E-SPECIAL","VICTORIA","GRIJS","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015319409","10.7 E-SPECIAL","VICTORIA","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015319434","TOER","SPARTA","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319434","TOER","SPARTA","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319733","CHAMONIX     D-","GAZELLE","PAARS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319733","CHAMONIX     D-","GAZELLE","PAARS","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319745","OMAFIETS","PELIKAAN","WIT",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319756","WASHINGTON DLX","TARGET","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319785","OMAFIETS","PRESIDENT","ROOD",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319961",NA,"UNION","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319962",NA,"SPARTA","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015319982","DUTYNLD4BLUEMAT","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015320229",NA,"BATAVUS","ONBEKEND","TAGSET-ID","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015320229",NA,"BATAVUS","ONBEKEND","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015320235","STAD SPORTIEF","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015320495","SPARTA","SPARTA","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015320518","OPOEFIETS","RANGER","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015320622",NA,"BATAVUS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015320622",NA,"BATAVUS","ZWART","TAGSET-ID","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015320622",NA,"BATAVUS","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015320678","ORANGE","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015320678","ORANGE","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015320702",NA,"BATAVUS","ZWART",NA,"DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2015320737","MARATHON","SPARTA","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015320741","ALLURE H 57; BO","GAZELLE","MEERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015320996",NA,"ONBEKEND","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015321119",NA,"GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015321132","OPOEFIETS","OLD DUTCH","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015321141",NA,"JOHNNY LOCO","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015321525","IMOLA","RIH","GROEN","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015321541","OLD DUTCH DR ZW","BATAVUS","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015321541","OLD DUTCH DR ZW","BATAVUS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015321541","OLD DUTCH DR ZW","BATAVUS","ZWART","TAGSET-ID","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015321541","OLD DUTCH DR ZW","BATAVUS","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015321639","OPOE","ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","KINDER"
"PL0100_BVH_2015321644",NA,"BATAVUS","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015321686","DAMESFIETS","GAZELLE","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322081","ECLIPSE D8V WHI","GAZELLE","MEERKLEURIG","SERIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322081","ECLIPSE D8V WHI","GAZELLE","MEERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322083","L600 NAVIGATOR","TREK","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322084","PICK UP","SPARTA","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322086","TRAVELMASTER ,2","SANTOS","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015322093","ORANGE XTRA","GAZELLE","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322194","ZODIAC","ONBEKEND","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322215","BSP STEELER","BIKE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322257","BAD BOY DISC","CANNONDALE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015322287","OPOE FIETS","POPAL","ROZE",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322441","ROAD ACE","KOGA MIYATA","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015322475","CHAMONIX EXCELL","GAZELLE","MEERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322515","ORANGE INNERGY","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322808",NA,"GAZELLE","GROEN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322851","TOURFIETS MET D","MULTICYCLE","WIT",NA,"DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015322874",NA,"BATAVUS","GROEN","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322911","OLD DUTCH","ONBEKEND","ROOD",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015322914","OMAFIETS","ONBEKEND","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322917","ONBEKEND","ONBEKEND","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322917","ONBEKEND","ONBEKEND","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322922",NA,"BATAVUS","GROEN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015322927","COUNTRY TOUR (2","SPARTA","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015322936","CORTINA TOUR","CORTINA","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015323035","CHAMONIX EXCEL","GAZELLE","ONBEKEND","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015323035","CHAMONIX EXCEL","GAZELLE","ONBEKEND","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015323040","TESORO ULTRA 56","CANNONDALE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015323213",NA,"AVALON","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015323213",NA,"AVALON","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015323217","ORANGE PL.","GAZELLE","ZWART","TAGSET-ID","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015323217","ORANGE PL.","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015323217","ORANGE PL.","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015323217","ORANGE PL.","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015323217","ORANGE PL.","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015323217","ORANGE PL.","GAZELLE","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015323248","ECLIPSE","GAZELLE","MEERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015323257",NA,"BATAVUS","CREME","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015323266","RANDONNEUR","KOGA MIYATA","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015323277","OMA FIETS","ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015323316","DAMES","SPARTA","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015323402",NA,"GAZELLE","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015323597","ROAD BIKE CANTO","UNION","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELEKTRISCHE"
"PL0100_BVH_2015323631","ULTIMATE EXC.","GAZELLE","CREME","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015323631","ULTIMATE EXC.","GAZELLE","CREME","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015323631","ULTIMATE EXC.","GAZELLE","CREME","TAGSET-ID","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015323631","ULTIMATE EXC.","GAZELLE","CREME","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015323894","DELTA","RIH","MEERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015323896","GRAFFIX 28""","LIMIT","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015323896","GRAFFIX 28""","LIMIT","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015323933","METROPOLIS","BSP","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324044","PICK UP","SPARTA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324045",NA,"ALTRA","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015324045",NA,"ALTRA","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015324218","PARIS PLUS (M)","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324218","PARIS PLUS (M)","GAZELLE","BLAUW","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324369",NA,"GAZELLE","BRUIN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324393","COPPERHEAD 3","BULLS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ATB"
"PL0100_BVH_2015324561",NA,"KOGA MIYATA","PAARS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324619","ORANGE HM NU","GAZELLE","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015324619","ORANGE HM NU","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015324621","STAD SPORTIEF","GAZELLE","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324628","ORANGE C7+   D5","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324637","DAMES / OPOEFIE","ONBEKEND","WIT",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324774","PARIS","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324885","SUPER FLIGHT DI","STEVENS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015324896","DELPHI","SPARTA","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015325114","SX90","GUDEREIT","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015325132",NA,"GAZELLE","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015325133","GEEN IDEE","POINTER","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015325140","CHAMONIX (STADS","GAZELLE","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015325167","MONACO XN7","BATAVUS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015325385","CHAMONIX TR.KAB","GAZELLE","PAARS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015325385","CHAMONIX TR.KAB","GAZELLE","PAARS","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015325411","JAN SMIT","VOLARE","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","KINDER"
"PL0100_BVH_2015325639","TOSCANA","ALTEC","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015326028","FAT BOY","FOCUS","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","ATB"
"PL0100_BVH_2015326032",NA,"SAVOY","GROEN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326045",NA,"BATAVUS","ROOD",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326148","CLASSIC","BURGERS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015326148","CLASSIC","BURGERS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2015326153","DAMES","CORTINA","CREME",NA,"DK42","VOERTUIGEN","FIETS","BAK"
"PL0100_BVH_2015326174",NA,"PEUGEOT","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","RACE"
"PL0100_BVH_2015326341",NA,"BATAVUS","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015326840","CHAMONIX EXCEL","GAZELLE","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326840","CHAMONIX EXCEL","GAZELLE","ZILVERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326848","CUSTOM DS 13 BA","CUMBERLAND","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326853","INTERMEZZO","BATAVUS","BEIGE","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015326853","INTERMEZZO","BATAVUS","BEIGE","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","ELECTRISCH"
"PL0100_BVH_2015326890",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326900","LTD RACE","CUBE","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","ATB"
"PL0100_BVH_2015326907","CHAM LITE","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326912","FRAME NU","HOLLANDIA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015326917","RANGE PLUS","GAZELLE","ORANJE","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326920","STAD SPORTIEF","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326926",NA,"OV-FIETS","GEEL",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326929","ORANGE C7+","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015326932","CONFIDENCE","KOGA","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015326932","CONFIDENCE","KOGA","ZILVERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2015326956",NA,"ONBEKEND","BRUIN",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015327318","OMA","GAZELLE","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327343",NA,"SPARTA","ONBEKEND","TAGSET-ID","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327343",NA,"SPARTA","ONBEKEND","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327353","NEW YORK","TARGET","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327353","NEW YORK","TARGET","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327447","PAPAZONE","SPARTA","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015327455","WEEKEND","BATAVUS","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015327455","WEEKEND","BATAVUS","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2015327459",NA,"ONBEKEND","BRUIN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327558","FUENTE LITE","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327569","FUTURO","GIANT","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327615",NA,"GAZELLE","ROOD",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327877","TRANSPORT FIETS","SWINCKELS","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2015327890","U4","CORTINA","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
