"id","type","oms","kleur","fiets_soort_id","cat_code","cat_oms","soort","trefwoord"
"PL0100_BVH_2014011552","ARTMAP01 TOEGEVORANGE VV","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014011552","ARTMAP01 TOEGEVORANGE VV","GAZELLE","BLAUW","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014011578","OPOEFIETS","VEENO","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014011947","HEAVY DUTY","GAZELLE","GROEN","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014011991","DAMESFIETS","LIMIT","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012003",NA,"GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012077","ION RX","SPARTA","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELEKTRISCHE"
"PL0100_BVH_2014012077","ION RX","SPARTA","ZILVERKLEURIG","TAGSET-ID","DK42","VOERTUIGEN","FIETS","ELEKTRISCHE"
"PL0100_BVH_2014012129",NA,"SPARTA","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELEKTRISCHE"
"PL0100_BVH_2014012139",NA,"ONBEKEND","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012142","CLASSICA","POINTER","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012145","OMA","HEMA","WIT",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012191",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012198",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012206",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012209",NA,"HOLLANDIA","WIT",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012234","E-BIKE","GAZELLE","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012234","E-BIKE","GAZELLE","WIT","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012240",NA,"GAZELLE","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012241","OMAFIETS","UNION","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012244","TRAVERSA","BATAVUS","GROEN",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012245","STREET SPORT NE","CANNONDALE","ZWART",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012374","ECLIPSE","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012374","ECLIPSE","GAZELLE","GRIJS","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012375","U4","CORTINA","GROEN","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012376","GLORIE","POINTER","PAARS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012376","GLORIE","POINTER","PAARS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012406","ONBEKEND","GIANT","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012406","ONBEKEND","GIANT","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012409","XANTA COLLEGE","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012412","OLD DUTCH","BATAVUS","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012415",NA,"GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012419","CLASSIC","REFLECTION","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012448","OMAFIETS","ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012451","OTR BLACK IVY 2","HEMA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012451","OTR BLACK IVY 2","HEMA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012711","NO FUSS","LIMIT","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012711","NO FUSS","LIMIT","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014012719","OMAFIETS","HEMA","WIT",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012723","OLD DUTCH","BATAVUS","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012852",NA,"GAZELLE","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012965","ESPRIT","GAZELLE","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014012970","GRAND 1888","JOHNNY LOCO","ZWART",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014012971","RADAR","SPARTA","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013081",NA,"PELIKAAN","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013087","VAN SPEIJK NUMM","VAN SPEIJK","ORANJE",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014013122","SUPERFLEUR","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013140",NA,"ONBEKEND","GROEN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013255","J4U","GAZELLE","WIT",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013308",NA,"GAZELLE","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013365","OPOEFIETS","RANGER","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014013365","OPOEFIETS","RANGER","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014013383","EMOTION C3 LI48","SPARTA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013383","EMOTION C3 LI48","SPARTA","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013386",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014013562","CLASSIC","REFLECTION","ZWART",NA,"DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014013562","CLASSIC OMA 28""","REFLECTION","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013614",NA,"BATAVUS","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013659","OMAFIETS CLASSI","PRAXIS","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013674","PARIS PLUS DN7","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013674","PARIS PLUS DN7","GAZELLE","BLAUW","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013685","MEDEO","GAZELLE","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013686","CURVE GREY SILV","CUBE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","SPORT"
"PL0100_BVH_2014013698","U4","CORTINA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013709",NA,"GAZELLE","ZWART",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014013749","IMPALA","GAZELLE","ZWART","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013749","IMPALA","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013946","HYBRIDE","GAZELLE","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014013946","HYBRIDE","GAZELLE","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013946","HYBRIDE","GAZELLE","ZILVERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014013946","HYBRIDE","GAZELLE","ZILVERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014013972",NA,"DELTA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014013994","TWIST COMFORT C","GIANT","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014004",NA,"RANGER","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014014006","OMA FIETS","OLD DUTCH","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014013","ARTMAP01 TOEGEVORANGE XTRA","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014014013","ARTMAP01 TOEGEVORANGE XTRA","GAZELLE","BLAUW","TAGSET-ID","DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014014120","ORANGE PL. (M) D53 001 T7","GAZELLE","BRUIN","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014014120","ORANGE PL. (M) D53 001 T7","GAZELLE","BRUIN","TAGSET-ID","DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014014121",NA,"ONBEKEND","ZILVERKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014214",NA,"GAZELLE","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014225",NA,"GAZELLE","PAARS",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014014402","NEW YORK","TARGET","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014014407",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014014432",NA,"GIANT","MEERKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014445",NA,"UNION","BRUIN","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014484",NA,"PUCH","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014014548","BDD","BATAVUS","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014573","CHAMONIX","GAZELLE","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014592","OLD DUTCH","BATAVUS","PAARS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014625","ELEKTRISCHE DAM","SPARTA","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014625","ELEKTRISCHE DAM","SPARTA","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014626",NA,"MONTEGO","BEIGE","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014014629","OPOE FIETS","BURGERS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014631","WINDSOR DE LUXE","SPARTA","BRUIN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014641",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014014746",NA,"GAZELLE","Onbekend","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014759","STADSFIETS","GAZELLE","WIT",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014763","OMAFIETS","PRAXIS","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014827","STADSFIETS EXPR","LIMIT CLASSIC","MEERKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014830","DAILY DELUXE 2","GLOBE","GROEN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014835","TURONE","GAZELLE","MEERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014014850","DAMESFIETS","BATAVUS","BLAUW","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015011",NA,"SPARTA","BEIGE",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015057","DAXI SM","KETTLER","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014015183","ATHENA","SPARTA","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015206",NA,"GAZELLE","BRUIN",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014015432","BATO","BATAVUS","BRONSKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015433",NA,"CUMBERLAND","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015496","ON THE ROAD","HEMA","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014015594","ORANGE PLUS 1NN","GAZELLE","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","ELEKTRISCHE"
"PL0100_BVH_2014015731",NA,"SPARTA","CREME","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015731",NA,"SPARTA","CREME","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015731",NA,"SPARTA","CREME","TAGSET-ID","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015731",NA,"SPARTA","CREME","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015733","STADSFIETS","GAZELLE","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014015761","OLD DUTCH","BATAVUS","ROOD",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015767","ARTMAP01 TOEGEV","GAZELLE","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015767","ARTMAP01 TOEGEV","GAZELLE","ZILVERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015774","SINGLE 4U BASIC","GIANT","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014015802","OMAFIETS","HOLLANDIA","ROOD",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014015811","PARIS PLUS","GAZELLE","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015813",NA,"SPARTA","MEERKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015818",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015819",NA,"SPARTA","WIT","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015819",NA,"SPARTA","WIT","TAGSET-ID","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015819",NA,"SPARTA","WIT","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015820",NA,"BATAVUS","GOUDKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015821",NA,"MAXWELL","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015836","JERSEY? WEET HE","AZOR","ROOD",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014015894","MEDEO","GAZELLE","ZILVERKLEURIG","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016004","OLD DUTCH","BATAVUS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016004","OLD DUTCH","BATAVUS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016123","PREMIUM EIGT","MERIDA","MEERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016174",NA,"SPARTA","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014016235","IMPALA H61","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016289","OMAFIETS","BATAVUS","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014016322","LUZERN","GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016450","PERSONAL-BIKE U","BATAVUS","ONBEKEND","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016450","PERSONAL-BIKE U","BATAVUS","ONBEKEND","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016453","EMOTION C3","SPARTA","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016453","EMOTION C3","SPARTA","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016456","D.O.T.S.","CORTINA","WIT",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016459","NO FUSS 28"" ZW","LIMIT","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016459","NO FUSS 28"" ZW","LIMIT","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016679",NA,"PRAXIS","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016683",NA,"ONBEKEND","BLAUW",NA,"DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014016687",NA,"UNION","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016695",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014016698","ROAD RUNNER","KOGA MIYATA","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014016714","TARGET WASHINGT","TARGET","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016877",NA,"ONBEKEND","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016889","WEEKEND H65 N8","BATAVUS","ONBEKEND","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014016889","WEEKEND H65 N8","BATAVUS","ONBEKEND","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014016895","T80 +","TREK","GRIJS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014016904","CRESCENDO-E N7","BATAVUS","ONBEKEND","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014016904","CRESCENDO-E N7","BATAVUS","ONBEKEND","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014016948","OMAFIETS DAMES","ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014017113","MONTREUX L.E.","GAZELLE","MEERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014017113","MONTREUX L.E.","GAZELLE","MEERKLEURIG","TAGSET-ID","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014017113","MONTREUX L.E.","GAZELLE","MEERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014017115","BIKKEL IBEE 2 N","BIKKEL","BLAUW","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017115","BIKKEL IBEE 2 N","BIKKEL","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017135","ECLIPSE","GAZELLE","ZILVERKLEURIG","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017135","ECLIPSE","GAZELLE","ZILVERKLEURIG","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017166",NA,"BATAVUS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017174",NA,"SPARTA","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014017174",NA,"SPARTA","BLAUW","TAGSET-ID","DK42","VOERTUIGEN","FIETS",NA
"PL0100_BVH_2014017187","OPOEFIETS","ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017193","TOPPER","BATAVUS","BRUIN","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014017214",NA,"BURGERS","GROEN",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017269",NA,"BATAVUS","BRUIN",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014017295",NA,"GAZELLE","BRUIN","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017469","TRANSPAT","DUTCH ID","ZWART",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014017557","OPOE FIETS- KLA","REFLECTION","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014017562","VOLKSKRANTFIETS","ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014017624",NA,"GAZELLE","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017807","TORINO","BATAVUS","MEERKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014017825","OPOE","ONBEKEND","ZWART","TRANSPONDERNUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014017855","OMAFIETS","DELTA","ZWART",NA,"DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014017865",NA,"ONBEKEND","WIT",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017877",NA,"GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017877",NA,"GAZELLE","BLAUW","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014017880","STADSFIETS","ON THE ROAD","ZWART",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014017889",NA,"GAZELLE","ROOD","GRAVEERKODE","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014018032",NA,"CORTINA","BRUIN","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014018091",NA,"ONBEKEND","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014018186","VICO","GAZELLE","MEERKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014018215","MADELIEF","GAZELLE","PAARS","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","OPOE"
"PL0100_BVH_2014018216",NA,"UNION","ZWART",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014018218",NA,"ONBEKEND","ZWART",NA,"DK42","VOERTUIGEN","FIETS","BAK"
"PL0100_BVH_2014018221","CUSTOM D12","CUMBERLAND","CREME","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014018225","ORANGE INNERGY","GAZELLE","GEEL","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014018228","PIONEER BATAVUS","BATAVUS","GRIJS",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014018228","SPORT/DAMES FIE","UNION","GOUDKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014018240","XTC","GIANT","MEERKLEURIG",NA,"DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014018249","WINNER HN3","BATAVUS","ZWART","REGISTRATIENUMMER","DK42","VOERTUIGEN","FIETS","HEREN"
"PL0100_BVH_2014018263","IMPALA","GAZELLE","ROZE",NA,"DK42","VOERTUIGEN","FIETS","DAMES"
"PL0100_BVH_2014018266","BEACHCRUISER","ONBEKEND","BLAUW",NA,"DK42","VOERTUIGEN","FIETS","SPORT"
