"id","type","merk","kleur","trefwoord","soort"
"PL0100_BVH_1322332","DUTY NL","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_3249526","ORANGE C360 HM","SPARTA","ZWART","DAMES","dames"
"PL0100_BVH_1244151","ORANGE","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1342439",NA,"BATAVUS","ROOD","DAMES","dames"
"PL0100_BVH_2198836","ECLIPSE  L.E.","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2273909","SPORT","GAZELLE","ORANJE","DAMES","dames"
"PL0100_BVH_2519730","ORANGE","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2782152","TOULOUSE TROMME","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2385171","CHAMONIX","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2442764","OMA FIETS","PELIKAAN","ZWART","DAMES","dames"
"PL0100_BVH_1461440","TRADITION","HOLLANDIA","ZWART","OPOE","opoe"
"PL0100_BVH_1258116","OPAFIETS","HEMA","ZWART","HEREN","heren"
"PL0100_BVH_1141269","OLD DUTCH","BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_2089104","ION XT","SPARTA","BLAUW","ELECTRISCH","electrisch"
"PL0100_BVH_2654690","HEAVYDUTYNL D54","GAZELLE","PAARS","DAMES","dames"
"PL0100_BVH_1533567","CHILL CS1","GIANT","ONBEKEND","HEREN","heren"
"PL0100_BVH_1555315","E-BIKE","SPARTA","ONBEKEND",NA,NA
"PL0100_BVH_1661156","ORANGE PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1477510",NA,"GAZELLE","GRIJS","VOUW","overig"
"PL0100_BVH_3610075","DAMESFIETS MET","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_1505974",NA,"BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1507685",NA,"GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1055948","MADISON","AVANCER","GRIJS","DAMES","dames"
"PL0100_BVH_1116483",NA,"GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1074107",NA,"BATAVUS","BLAUW","HEREN","heren"
"PL0100_BVH_1275655","MAMBO-7 DN7 CAM","BATAVUS","ONBEKEND","DAMES","dames"
"PL0100_BVH_1994050","U1","CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_2141848",NA,"ONBEKEND","ROZE","DAMES","dames"
"PL0100_BVH_2141862","OMAFIETS","HOLLANDIA","ZWART","DAMES","dames"
"PL0100_BVH_2145769","PICK-UP","SPARTA","ZWART","DAMES","dames"
"PL0100_BVH_2589520","ONBEKEND (OUD M","FONGERS","BLAUW","DAMES","dames"
"PL0100_BVH_2591053","OLD DUTCH","BATAVUS","ROOD","OPOE","opoe"
"PL0100_BVH_2924732","BUB XL","BATAVUS","ZWART","HEREN","heren"
"PL0100_BVH_2999858","OLD DUTCH","BATAVUS","BLAUW","OPOE","opoe"
"PL0100_BVH_3079204","CHAMONIX XTRA I","GAZELLE","GRIJS","ELECTRISCH","electrisch"
"PL0100_BVH_3196243","TOER BASIC","GAZELLE","ZWART","OPOE","opoe"
"PL0100_BVH_3430328",NA,"GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1571743","OMA","ON THE ROAD","GROEN","DAMES","dames"
"PL0100_BVH_2540533",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_2593457","CADIZ","GAZELLE","ONBEKEND",NA,NA
"PL0100_BVH_2854799","ROUBAIX SL EXPE","SPECIALIZED","ZWART","RACE","sport"
"PL0100_BVH_3471165","XANTA","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_1471320","ONBEKEND","ONBEKEND","ZWART","OPOE","opoe"
"PL0300_BVH_690805",NA,"BATAVUS","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_2089848",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_3086745","OMAFIETS","ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_3182116","TRAPEZ","TRIUMPH","ZWART",NA,NA
"PL0100_BVH_2831966",NA,"ONBEKEND","BRUIN","DAMES","dames"
"PL0100_BVH_1238930","IMPALA","GAZELLE","BRUIN","HEREN","heren"
"PL0100_BVH_1276163","PUNTA WITGOUD/B","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_3218914","ROAD BIKE","CORTINA","ZWART","OPOE","opoe"
"PL0100_BVH_1235286",NA,"ONBEKEND","WIT","DAMES","dames"
"PL0100_BVH_1287897",NA,"ONBEKEND","ZWART",NA,NA
"PL0100_BVH_1317534","MEDEO VV","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1355609",NA,"SPARTA","CREME","DAMES","dames"
"PL0100_BVH_2808411","OPOEFIETS","ONBEKEND","BEIGE","DAMES","dames"
"PL0100_BVH_1585657",NA,"ONBEKEND","ROOD","VOUW","overig"
"PL0100_BVH_1971663","ECLIPSE D49","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1684355","FR8 BEZORGFIETS","WORKCYCLES","ZWART","HEREN","heren"
"PL0100_BVH_3229211","OMA FIETS","ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1454239",NA,"GAZELLE","GROEN","HEREN","heren"
"PL0100_BVH_1212619","TOER BASIC","GAZELLE","GRIJS","OPOE","opoe"
"PL0100_BVH_1442895","LADY (M)","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_3620848","ARTMAP01 TOEGEVFURORE VV","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1307460","OMAFIETS","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_1323651","ALLEGRO","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_2348260","MISS GRACE","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_2128075",NA,"BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_2205292","FUEGO","BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_2248811","ORANGE C7","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2265591","ORANGE PL. (M)","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2440163","ECLIPSE","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2488407","ECLIPSE LIMITED","GAZELLE","PAARS","DAMES","dames"
"PL0100_BVH_2646496","ORANGE PL. D61","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2632010","SPORTIEVE DAMES","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_2634028","ECLIPSE  L.E.","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_2678159","F3","KOGA","ZWART","DAMES","dames"
"PL0100_BVH_2667438","ORANGE PURE INN","GAZELLE","ZILVERKLEURIG","ELECTRISCH","electrisch"
"PL0100_BVH_2629109",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2713438","ION","SPARTA","ZILVERKLEURIG",NA,NA
"PL0100_BVH_2963049","SAN REMO-P PMOE","BATAVUS","ONBEKEND","DAMES","dames"
"PL0100_BVH_2969936","ZONAR COMFORT","BATAVUS","BLAUW","SPORT","sport"
"PL0100_BVH_2866152","CHAMONIX C7","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2903492","ENDEVER GT","KALKHOF","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_2929541","CHAMONIX C7","GAZELLE","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_3089059","CLASSIC","GAZELLE","ZWART","OPOE","opoe"
"PL0100_BVH_3499937","ALLURE         D53 682/334 T24","GAZELLE","ZILVERKLEURIG",NA,NA
"PL0100_BVH_3490798","CHAMONIX C7 D57","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1710218","DAMESFIETS","BATAVUS","BRUIN","DAMES","dames"
"PL0100_BVH_1266497",NA,"POINTER","BLAUW","DAMES","dames"
"PL0100_BVH_2222099","EQUIPE","RALEIGH","BLAUW","SPORT","sport"
"PL0100_BVH_2566230",NA,"JUNCKER","WIT","RACE","sport"
"PL0100_BVH_2910531",NA,"AVALON","ZWART","OPOE","opoe"
"PL0100_BVH_3567808",NA,"GAZELLE","PAARS","DAMES","dames"
"PL0100_BVH_1077796","HOLIDAY","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_3065013","OMFIETS HEAVY D","AZOR","ZWART",NA,NA
"PL0100_BVH_3158927",NA,"GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_1474536",NA,"GAZELLE","BRUIN","DAMES","dames"
"PL0100_BVH_1386909","OPAFIETS","ONBEKEND","ZWART",NA,NA
"PL0100_BVH_1381519","O.DUTCH DR  ZWA","BATAVUS","ONBEKEND",NA,NA
"PL0100_BVH_1068702",NA,"GAZELLE","ROOD","OPOE","opoe"
"PL0100_BVH_1085774","U4","CORTINA","ZWART","OPOE","opoe"
"PL0100_BVH_1115256",NA,"DELTA","ROZE","OPOE","opoe"
"PL0100_BVH_2836727",NA,"GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2989177",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1134563",NA,"TREK","ZWART","DAMES","dames"
"PL0100_BVH_1112343","APOLLO","SPARTA","BLAUW","DAMES","dames"
"PL0100_BVH_1481594",NA,"BATAVUS","BLAUW","HEREN","heren"
"PL0100_BVH_2623023",NA,"GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1356430","AMAZONE","SPARTA","BLAUW","DAMES","dames"
"PL0100_BVH_1383356",NA,"ONBEKEND","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1202259",NA,"BATAVUS","GROEN","HEREN","heren"
"PL0100_BVH_1105063","HEREN CITYBIKE","HEMA","GRIJS","HEREN","heren"
"PL0100_BVH_1219691","ELOBIKE","SPARTA","GRIJS","HEREN","heren"
"PL0100_BVH_1226254",NA,"GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1119240","PARIS PLUS     D49 511     T7","GAZELLE","ONBEKEND",NA,NA
"PL0100_BVH_1165129","GARDEUR","ONBEKEND","GRIJS","DAMES","dames"
"PL0100_BVH_2175494","ECLIPSE  L.E.","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2260689","CHAMONIX PLUS","GAZELLE","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_2253619","ORANGE","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2310407","ORANGE PL","Onbekend","ZWART","DAMES","dames"
"PL0100_BVH_2300303","MAMBO 7 DN TAUP","BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_2425795","ORANGE XTRA","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_2425795","ORANGE XTRA","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_2453515","NIET BEKEND","GAZELLE","PAARS","HEREN","heren"
"PL0100_BVH_3123300","CROSS FLY HE 28","BULLS","WIT",NA,NA
"PL0100_BVH_3414239","MONACO HN7 ARTI","BATAVUS","ZWART","HEREN","heren"
"PL0100_BVH_1595932","ORANGE","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1370263",NA,"WIGRO","ZWART","OPOE","opoe"
"PL0100_BVH_1856900","COSMO","GIANT","GRIJS","DAMES","dames"
"PL0100_BVH_1464123","PICK UP","SPARTA","ZWART","HEREN","heren"
"PL0100_BVH_1430951","ESPRIT TRENDY H","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1422018","MAMBO-DE LUXE-","BATAVUS","WIT","DAMES","dames"
"PL0100_BVH_1435367","CRESCENDO","BATAVUS","CHROOMKLEURIG","DAMES","dames"
"PL0100_BVH_1754743","BALANCE LADY","KOGA MIYATA","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1053103",NA,"BATAVUS","GOUDKLEURIG","DAMES","dames"
"PL0100_BVH_1051659","CHAMONIX ARTMAP","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_1061444","CADIZ","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_1061418","CADIZ","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_2213072","PICK UP","SPARTA","ZWART","HEREN","heren"
"PL0100_BVH_2859246",NA,"SPARTA","ZWART","HEREN","heren"
"PL0100_BVH_2859246","DARWIN 7 GTS XL","GIANT","Onbekend","HEREN","heren"
"PL0100_BVH_2859246","BARISTA","BSP","BRUIN","HEREN","heren"
"PL0100_BVH_2927995","SARDENA","STELLA","WIT","ELEKTRISCHE","electrisch"
"PL0100_BVH_1593653",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2141395","CORTINA U1 2014","CORTINA","WIT","DAMES","dames"
"PL0100_BVH_3690355","ROUTTE 66","ONBEKEND","BRUIN","HEREN","heren"
"PL0100_BVH_1112725",NA,"BATAVUS","BLAUW","HEREN","heren"
"PL0100_BVH_1469214",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1748611","CHAM XTRA INN C","GAZELLE","ONBEKEND","HEREN","heren"
"PL0100_BVH_1156444","ROOTS TRAN 3V D","CORTINA","CHROOMKLEURIG","DAMES","dames"
"PL0100_BVH_1160899","MONTREUX","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1124567",NA,"GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2361071","OMAFIETS","BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_2188046",NA,"BATAVUS","ROOD","DAMES","dames"
"PL0100_BVH_2751673",NA,"STOKVIS","WIT","SPORT","sport"
"PL0100_BVH_3567698","U5","CORTINA","GRIJS","DAMES","dames"
"PL0100_BVH_1495423",NA,"ONBEKEND","GROEN","HEREN","heren"
"PL0100_BVH_1962422",NA,"BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1609688","HEREN 57","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1902915","E BIKE","INFINEUM","GRIJS","DAMES","dames"
"PL0100_BVH_1885447","ESPRIT C3 D55 R","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_1051556","MEDEO","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1203741","CC101 HEREN 55","PEUGEOT","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1329652","OMA","HEMA","WIT","DAMES","dames"
"PL0100_BVH_1988610","ORANGE PLUS ORA","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2030282","ORANGE SBY-D49-","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2112035","ECLIPSE  L.E.  D53 682/276 T8","GAZELLE","GRIJS",NA,NA
"PL0100_BVH_2154120","MONACO LIMITED","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_2154120","MONACO-7 LIMITE","BATAVUS","BLAUW","HEREN","heren"
"PL0100_BVH_2185643","ORANG PURE INN","GAZELLE","GRIJS","ELECTRISCH","electrisch"
"PL0100_BVH_2264969","LUZERN PLUS","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2280918","ONBEKEND TYPE U","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2280918","ONBEKEND TYPE U","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2292499","COPPERHEAD 3","BULLS","ZWART","ATB","sport"
"PL0100_BVH_2454586","ESPRIT URBAN","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2438343","ORANGE C8 HM","GAZELLE","ONBEKEND","ELEKTRISCHE","electrisch"
"PL0100_BVH_2525336","ORANGE PL.","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2552409","ORANGE PLUS ORA","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2614762","ORANGE C7   D57","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2644719","SELECT HS 8 G 2","KALKHOF","ZWART","DAMES","dames"
"PL0100_BVH_2697467","OPOE FIETS","BSP","ZWART","OPOE","opoe"
"PL0100_BVH_2716500","ORANGE","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_2702754","ADVANCE","KOGA","GRIJS","DAMES","dames"
"PL0100_BVH_2735182","ECLIPSE LE D53","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_3398818","PARIS PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_3398818","PARIS PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_3671143","ORANGE C7+","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2863327","ORANGE PLUS","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2863327","ORANGE PLUS","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2893336","ECLIPSE  L.E.","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_3347419",NA,"AVENUE","GRIJS","DAMES","dames"
"PL0100_BVH_3578252","RANDONEUR '14 6","KOGA","ZWART","HEREN","heren"
"PL0100_BVH_1582462","DAMESFIETS","BATAVUS","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_3291846",NA,"ONBEKEND","BLAUW","HEREN","heren"
"PL0100_BVH_2444993","X800 BLX MID 50","TREK","ZWART","SPORT","sport"
"PL0100_BVH_3093625","DIVA DN7 CREMEW","BATAVUS","CREME","DAMES","dames"
"PL0100_BVH_2599288","TRANSPORT DAMES","CORTINA","BLAUW","DAMES","dames"
"PL0100_BVH_1962110","ESPRESSO","MERIDA","ZWART","HEREN","heren"
"PL0100_BVH_1795692",NA,"BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_2339507","MAMBO E-GO","BATAVUS","ZILVERKLEURIG","ELECTRISCH","electrisch"
"PL0100_BVH_1603649","PICK UP","SPARTA","ZWART","OPOE","opoe"
"PL0100_BVH_1776540",NA,"GAZELLE","ZWART","OPOE","opoe"
"PL0100_BVH_2686624","?","JUNCKER","PAARS","DAMES","dames"
"PL0100_BVH_1369496","NO FUSS 28 ZWAR","LIMIT","ZWART","DAMES","dames"
"PL0100_BVH_1062205","BARCELONA","BATAVUS","PAARS","DAMES","dames"
"PL0100_BVH_1941268","WEEKEND","BATAVUS","GRIJS","HEREN","heren"
"PL0100_BVH_1491390","MISS JAZZ","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1493029","GENOVA","BATAVUS","GROEN","HEREN","heren"
"PL0100_BVH_1361340","ATHENA","SPARTA","GROEN","HEREN","heren"
"PL0100_BVH_3245771","TRANSPORT","CORTINA","WIT","DAMES","dames"
"PL0100_BVH_1458256","M/GRACE D54001R","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_3272849","ECLIPSE ECLIPSE","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1503076","GREEN PARK","BATAVUS","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1507718","AMELAND","AZOR","ZWART","DAMES","dames"
"PL0100_BVH_1389627",NA,"ONBEKEND","GROEN","HEREN","heren"
"PL0100_BVH_1129422","MONTREUX","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1165534","CRUSH 3GVD57","CORTINA","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1518292","MISS GRACE","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1922174","CADIZ","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2183360","ORANGE","GAZELLE","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_2206461","152805","SPIRIT","ZWART","OPOE","opoe"
"PL0100_BVH_2639053","152805","SPIRIT","ZWART","OPOE","opoe"
"PL0100_BVH_2635666","ROUTE 66","GAZELLE","ZWART",NA,NA
"PL0100_BVH_2779040","CHAMONIX INNERG","GAZELLE","ZWART","ELECTRISCH","electrisch"
"PL0100_BVH_2959358","TR.KAB.8","GAZELLE","ROZE","DAMES","dames"
"PL0100_BVH_2859004","ORANGE C7+HFD53","GAZELLE","ZWART","ELEKTRISCHE","electrisch"
"PL0100_BVH_2892045","ORANGE C7+","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2874064",NA,"ONBEKEND","ZWART","ATB","sport"
"PL0100_BVH_2912914","OMA FIETS MET R","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_1154365","SOCIETY DS","MONTEGO","BLAUW","DAMES","dames"
"PL0100_BVH_3008185",NA,"ONBEKEND","BLAUW","HEREN","heren"
"PL0100_BVH_1360768","GISD57","CUMBERLAND","ZWART","DAMES","dames"
"PL0100_BVH_3280015",NA,"CORTINA","ROOD","KINDER","overig"
"PL0100_BVH_3280015","MADELIEF","GAZELLE","ZWART","KINDER","overig"
"PL0100_BVH_1477508","-","TALLY","ZWART","OPOE","opoe"
"PL0100_BVH_1081792","OLD DUTCH","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3343736",NA,"BATAVUS","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1584636",NA,"CITY STAR","GRIJS","VOUW","overig"
"PL0100_BVH_1594571","MISS GRACE","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1627650","FLAMINGO","UNION","ROOD","HEREN","heren"
"PL0100_BVH_3225603","CHAMONIX","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1405972","CITY 055","PUCH","GRIJS","DAMES","dames"
"PL0100_BVH_1851390","OMAFIETS","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_1443461","OMA STARTER 28""","ALDO","ZWART","OPOE","opoe"
"PL0100_BVH_1453532","E-BIKE","KOGA","BLAUW",NA,NA
"PL0100_BVH_1469220",NA,"SPARTA","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1511002","PICK UP","SPARTA","BLAUW","HEREN","heren"
"PL0100_BVH_1767086","FUENTE PURE","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1112064","OPA/OMA","OMA","ZWART","DAMES","dames"
"PL0100_BVH_1117277","IMPALA","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1210178","ONBEKEND","ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1246022","BOLD","BSP","BLAUW","BAK","overig"
"PL0100_BVH_1057517","ORANGE VV","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_1201729","LUCA","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_1189612",NA,"UNION","BLAUW","DAMES","dames"
"PL0100_BVH_1095596","FURORE","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1289939","ORANGE XTRA ART","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_1283583",NA,"GAZELLE","BRUIN","DAMES","dames"
"PL0100_BVH_1298501","APOLLO","SPARTA","BLAUW","DAMES","dames"
"PL0100_BVH_1314080","CHAMONIX EXCEL","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_2022195","ORANGE PLUS ORA","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2038990","ECLIPSE L.E. 20","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2049366","NEW CENTURY","GIANT","GROEN","HEREN","heren"
"PL0100_BVH_2042742",NA,"BATAVUS","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_2176560",NA,"BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_2313449",NA,"POPAL","ZWART","VOUW","overig"
"PL0100_BVH_2628544","GREENPARKS","BATAVUS","GRIJS",NA,NA
"PL0100_BVH_2687240","BASIC OMA","AVALON","ZWART","DAMES","dames"
"PL0100_BVH_2652443","AMAZONE 4LIFE","SPARTA","ZWART","DAMES","dames"
"PL0100_BVH_2717208","26 OF 28INCH IK","ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_2960789",NA,"CORTINA","WIT","KINDER","overig"
"PL0100_BVH_2953370","ORANG PLUS INN","GAZELLE","ZWART","ELECTRISCH","electrisch"
"PL0100_BVH_3622513","ECLIPSE","GAZELLE","GRIJS",NA,NA
"PL0100_BVH_2830583",NA,"BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_2864230",NA,"DAHON","WIT","VOUW","overig"
"PL0100_BVH_2915518","ECLIPSE C8 LTD","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_3005301","VYBE C3","DAHON","WIT","VOUW","overig"
"PL0100_BVH_3183646","MAMBO 5","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3392323","ORANGE C7 D57 B","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_3461750","REGULAR","SPARTA","GRIJS","ELECTRISCH","electrisch"
"PL0100_BVH_3498283","ORANGE C7+","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_3500015",NA,"GIANT","WIT","DAMES","dames"
"PL0100_BVH_1051675","MAMBO-7","BATAVUS","WIT","DAMES","dames"
"PL0100_BVH_3680578","CORTINA U4 TRAN","CORTINA","GRIJS",NA,NA
"PL0100_BVH_1773263",NA,"GAZELLE","GOUDKLEURIG","HEREN","heren"
"PL0100_BVH_1246635","IMPALA","GAZELLE","ROOD","DAMES","dames"
"PL0100_BVH_1170093","CRESCENDO","BATAVUS","GRIJS","HEREN","heren"
"PL0100_BVH_2376840","FORMULA RACE","GAZELLE","ROZE","RACE","sport"
"PL0100_BVH_1301207",NA,"ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_1338307",NA,"UNION","BLAUW","DAMES","dames"
"PL0100_BVH_2701349","TOER POP","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2911920",NA,"ONBEKEND","ORANJE","OPOE","opoe"
"PL0100_BVH_3014215","ALU","KREIDLER","PAARS","HEREN","heren"
"PL0100_BVH_3351541","BASIC","GAZELLE","WIT","OPOE","opoe"
"PL0100_BVH_2251839","AVANTGARD N3 ZA","MONTEGO","GRIJS","DAMES","dames"
"PL0100_BVH_3489452",NA,"CORTINA","ROOD","KINDER","overig"
"PL0100_BVH_1580958","DAMES TRANSPORT","CUMBERLAND","ZWART","BAK","overig"
"PL0100_BVH_1068636",NA,"BATAVUS","GRIJS","HEREN","heren"
"PL0100_BVH_2171229",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1360120","DAVOS XTRA","GAZELLE","ROOD","DAMES","dames"
"PL0100_BVH_1082744","STACCATO","BATAVUS","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1267519","ARISTO","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2003883",NA,"ONBEKEND","ROOD","DAMES","dames"
"PL0100_BVH_2051833","ORANGE C7 PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2051222","MAMBO","BATAVUS","CREME","DAMES","dames"
"PL0100_BVH_2290035",NA,"AVALON","ZWART","OPOE","opoe"
"PL0100_BVH_2302265","CHAMONIX","GAZELLE","WIT","HEREN","heren"
"PL0100_BVH_2305163","CHAMONIX EXCEL","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2305163","CHAMONIX EXCEL","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2305163","CHAMONIX EXCEL","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2305178","ULTIMATE XTRA","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2715543",NA,"GUDEREIT","ZWART","SPORT","sport"
"PL0100_BVH_2817399","URBAN HPV","CORTINA","ZWART","HEREN","heren"
"PL0100_BVH_3380293","ORANGE C7+","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_3215131","ARTMAP01 TOEGEV","GAZELLE","ORANJE","DAMES","dames"
"PL0100_BVH_1455435","PARIS PLUS (M) D53 354     T7","GAZELLE","BLAUW","DAMES","dames"
