"id","type","merk","kleur","trefwoord","soort"
"PL0100_BVH_1151174","SUPERIEUR","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2183260","MEDEO TRACKING","GAZELLE","CHROOMKLEURIG","DAMES","dames"
"PL0100_BVH_2857043",NA,"HIGHLANDER","ZWART","DAMES","dames"
"PL0100_BVH_1270209","CENTRO CS 0 VV","GIANT","GRIJS","DAMES","dames"
"PL0100_BVH_1388061","ARTMAP01 TOEGEVORANGE LIMITED","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1388061","ARTMAP01 TOEGEVORANGE LIMITED","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1170754","BLOCKBUSTER-D N","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_1380197","MAMBO","BATAVUS","WIT","DAMES","dames"
"PL0100_BVH_1334572","STADSFIETS","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_3397442",NA,"BATAVUS","GROEN","HEREN","heren"
"PL0100_BVH_1655388","GZ 8138507","GAZELLE","ZWART","OPOE","opoe"
"PL0100_BVH_1146166","SAPHIRR","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_1060825",NA,"BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1109976","MAXX","SPARTA","GRIJS","DAMES","dames"
"PL0100_BVH_2033066",NA,"BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_2186104","PARIS PLUS (M)","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2506388",NA,"BATAVUS","ONBEKEND","DAMES","dames"
"PL0100_BVH_2663672","SKY DRIVE","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_3324345",NA,"GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2003461","DIVA","BATAVUS","ORANJE","DAMES","dames"
"PL0100_BVH_3362716","TURN","UNION","ZWART","OPOE","opoe"
"PL0100_BVH_1250349",NA,"CORTINA","BLAUW","HEREN","heren"
"PL0100_BVH_1291062","REDY","URBAN","ZWART","HEREN","heren"
"PL0100_BVH_3531978","FUSION DX LDS M","GIANT","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1723754",NA,"SPARTA","ZWART","DAMES","dames"
"PL0100_BVH_3285064","MAMBO","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_1514558","CLASSIC   ROAD","GAZELLE","ZWART","OPOE","opoe"
"PL0100_BVH_1514558","CLASSIC   ROAD","GAZELLE","ZWART","OPOE","opoe"
"PL0100_BVH_1873209","PRIMEUR","GAZELLE","GROEN","HEREN","heren"
"PL0100_BVH_2136857",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_2401891","BOURGEOIS","MERDINA","ZWART","HEREN","heren"
"PL0100_BVH_3052109","SHUTTLE","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_3162492",NA,"TOEVOEGEN","ZWART","DAMES","dames"
"PL0100_BVH_3327936",NA,"PELIKAAN","ZWART","OPOE","opoe"
"PL0100_BVH_3265693","CADIZ CADIZ","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_1286845",NA,"LIMIT","ZWART","OPOE","opoe"
"PL0100_BVH_2974781","SNAKE","BATAVUS","ORANJE","KINDER","overig"
"PL0100_BVH_1369985",NA,"GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_3042831",NA,"BURCO","ZWART","HEREN","heren"
"PL0100_BVH_3269865","OPOEFIETS","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_2008001","OPOEFIETS","ONBEKEND","KOPERKLEURIG","DAMES","dames"
"PL0100_BVH_2525994","TRANSPORT FIETS","AVANT","ZWART","DAMES","dames"
"PL0100_BVH_3503687","AVISIO","BSP","BLAUW","HEREN","heren"
"PL0100_BVH_1341211","XTC","GIANT","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1478519","GLORIE","POINTER","ZWART","OPOE","opoe"
"PL0100_BVH_1207135","PICK-UP","SPARTA","GRIJS","HEREN","heren"
"PL0100_BVH_1267349","ORANG PURE INN H53 646/001 T7V","GAZELLE","GRIJS","ELEKTRISCHE","electrisch"
"PL0100_BVH_1309597","DIVA","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1364702","ESPRIT COLLEGE","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1579011","CE 151 DAMES 50","PEUGEOT","GRIJS","DAMES","dames"
"PL0100_BVH_1373181","NOSTALGIE","VEENO","ROOD","DAMES","dames"
"PL0100_BVH_1817622","ALBROUND","CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_1502693",NA,"ONBEKEND","GROEN","DAMES","dames"
"PL0100_BVH_1381350",NA,"GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1240775","DAVOS VV ARTMAP","GAZELLE","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1240184","RETRO","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1292888","PARIS PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1319657","ORANGE","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1332537","MEDEO","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2214013",NA,"SPARTA","CREME","DAMES","dames"
"PL0100_BVH_3535415","ORANGE LTD","GAZELLE","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_1112874","LAGUNA","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1266542","OMAFIETS","POPAL","ZWART","OPOE","opoe"
"PL0100_BVH_1510902",NA,"GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_2291940",NA,"ALTRA","GRIJS","HEREN","heren"
"PL0100_BVH_1238477",NA,"UNION","ZWART","HEREN","heren"
"PL0100_BVH_1444387","NATURE","GAZELLE","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_1067663","J4U","GAZELLE","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_1141218","WEEKEND","BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_1133042",NA,"GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_2358088",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1524315","ZUID HOLLAND","ONBEKEND","BLAUW","HEREN","heren"
"PL0100_BVH_3254236","DIVA PLUS DN7 C","BATAVUS","ONBEKEND","DAMES","dames"
"PL0100_BVH_1475841","TROM.7VERSN.V-B","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1507738","REMNAAF","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1300686","OMAFIETS","ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1305217",NA,"SPARTA","BLAUW","DAMES","dames"
"PL0100_BVH_1357547","URBAN TRANSPORT","CUMBERLAND","ZWART","HEREN","heren"
"PL0100_BVH_2124679",NA,"GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2299464","SUV","DAHON","BLAUW","VOUW","overig"
"PL0100_BVH_2427748","TRANSPORTFIETS","ZYSSLER","ZWART","HEREN","heren"
"PL0100_BVH_2689940","FUTURO CS","GIANT","ZWART","DAMES","dames"
"PL0100_BVH_3666408","NOSTALGIE","VEENO","ZWART","OPOE","opoe"
"PL0100_BVH_2933107","D49 NORSK BLUE","SWINCKELS","BLAUW","DAMES","dames"
"PL0100_BVH_1514271","BEST BREAK HN8","BATAVUS","Onbekend","HEREN","heren"
"PL0100_BVH_1291350","FORZA","UNION","BLAUW","DAMES","dames"
"PL0100_BVH_3009603","OPOEFITS","UNION","ZWART","OPOE","opoe"
"PL0100_BVH_1274154","CULT","PUCH","BLAUW","HEREN","heren"
"PL0100_BVH_1319623",NA,"MULTICYCLE","BLAUW","DAMES","dames"
"PL0100_BVH_2218886",NA,"BATAVUS","GROEN","DAMES","dames"
"PL0100_BVH_2836601",NA,"BATAVUS","ZWART","HEREN","heren"
"PL0100_BVH_1865536","PRIMEUR","GAZELLE","ROOD","DAMES","dames"
"PL0100_BVH_1893498","FUEN.LI.INN.X2.","GAZELLE","Onbekend","DAMES","dames"
"PL0100_BVH_1781212","JAKIMA","BATAVUS","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_2028316","SX-S","GUDEREIT","ZWART",NA,NA
"PL0100_BVH_2121655",NA,"KOGA MIYATA","ZWART","DAMES","dames"
"PL0100_BVH_2180569","PARIS PLUS (M)","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2194754","ORANGE PLUS VV","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_2204629","ADVANCE","KOGA MIYATA","ZWART","DAMES","dames"
"PL0100_BVH_2466572","ORANGE C7 + DV","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_3000503","ORANGE C7+","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1974559",NA,"HEIDEMANN","WIT","SPORT","sport"
"PL0100_BVH_1461152",NA,"THE SPEED","BRUIN","DAMES","dames"
"PL0100_BVH_1248740","TORINO","BATAVUS","GROEN","DAMES","dames"
"PL0100_BVH_2239111",NA,"BURGERS","ROOD","DAMES","dames"
"PL0100_BVH_3116797","CHAMONIX PLUS C","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_3116797","CHAMONIX PLUS C","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_1069377","EDGE WIT D 12","CUMBERLAND","WIT","DAMES","dames"
"PL0100_BVH_1291798",NA,"ONBEKEND","ORANJE","DAMES","dames"
"PL0100_BVH_1661730","E-LINER","BATAVUS","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1510998","ARTMAP01 TOEGEVCHAMONIX","GAZELLE","ONBEKEND","HEREN","heren"
"PL0100_BVH_3311296",NA,"GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1489353",NA,"GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_1342407","GRENOBLE H7","GAZELLE","ONBEKEND","HEREN","heren"
"PL0100_BVH_2463111",NA,"BATAVUS","BLAUW","DAMES","dames"
"PL0100_BVH_2958830","SAPHIR TROMM.KA","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2946181","C5","FLYER","GRIJS","ELEKTRISCHE","electrisch"
"PL0100_BVH_2587970","BATAVUS FUEGO L","BATAVUS","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1329731",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_2909364",NA,"ONBEKEND","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_3003000","HEAVY DUTY NL","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1207696",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1395478","TRADITION","CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_2366208",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1326913","TYROS","SPARTA","ZWART","HEREN","heren"
"PL0100_BVH_2085980","ALLURE","GAZELLE","ONBEKEND","HEREN","heren"
"PL0100_BVH_3001275","OMA FIETS","ONBEKEND","ZWART",NA,NA
"PL0100_BVH_3580169",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1192331",NA,"BATAVUS","BRUIN","HEREN","heren"
"PL0100_BVH_1085757","OPOEFIETS","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_2555006",NA,"CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_1247984","OLD DUTCH (LIMI","BATAVUS","BEIGE","OPOE","opoe"
"PL0100_BVH_1486620",NA,"AZOR","BLAUW","DAMES","dames"
"PL0100_BVH_2491647",NA,"GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2984457","OMAFIETS","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_2984457","FIXED GEAR","ONBEKEND","GOUDKLEURIG","RACE","sport"
"PL0100_BVH_3086629","OMA","AZOR","ZWART","OPOE","opoe"
"PL0100_BVH_3448575","ESPRIT","GAZELLE","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1497176",NA,"PEUGEOT","GROEN","HEREN","heren"
"PL0100_BVH_1559325","PRESTIGE PLUS","PUCH","BLAUW",NA,NA
"PL0100_BVH_1967005","TRANSPORT U4","CORTINA","ZWART","HEREN","heren"
"PL0100_BVH_1399485","VERONA","BATAVUS","PAARS","DAMES","dames"
"PL0100_BVH_1403055","VERONA","BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_3208203","PRIMEUR","GAZELLE","BRONSKLEURIG","DAMES","dames"
"PL0100_BVH_1452317","ORANGE","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1476921",NA,"ONBEKEND","GRIJS","DAMES","dames"
"PL0100_BVH_1504933","GRANNY","SPARTA","GROEN","DAMES","dames"
"PL0100_BVH_1390853",NA,"MATRA","ZILVERKLEURIG","OPOE","opoe"
"PL0100_BVH_1382091",NA,"BATAVUS","WIT","DAMES","dames"
"PL0100_BVH_1215946","OLD DUTCH","BATAVUS","GROEN","OPOE","opoe"
"PL0100_BVH_1238808","CHAMONIX","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1106534","STADSFIETS","ONBEKEND","ZWART","HEREN","heren"
"PL0100_BVH_1122354","TROM.7VERSN.V-B","GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1146887","OPA","AVALON","ZWART","HEREN","heren"
"PL0100_BVH_1159461","TRANSPORTFIETS","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_1187335","ORANGE","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_1155476","TOER POPULAIR","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_1162582","ONBEKEND","BATAVUS","BLAUW","HEREN","heren"
"PL0100_BVH_2375608",NA,"UNION","GRIJS","HEREN","heren"
"PL0100_BVH_2700030","FUEGO","BATAVUS","GRIJS","DAMES","dames"
"PL0100_BVH_2282197","10.7 E-SPECIAL","VICTORIA","GRIJS","ELECTRISCH","electrisch"
"PL0100_BVH_2579321","ECLIPSE C8 (MOD","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_1521457","SOURCE ELITE DI","SPECIALIZED","GRIJS","SPORT","sport"
"PL0100_BVH_1911809","CHAMONIX","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_3639209","OV FIETS","BIKE","BLAUW","DAMES","dames"
"PL0100_BVH_1296413","DAMESFIETS","BURGERS","ZWART","DAMES","dames"
"PL0100_BVH_1294529","OMA FIETS","BATAVUS","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1305145",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1309090","CENTRA D46 N3","GIANT","BLAUW","DAMES","dames"
"PL0100_BVH_1315435",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_1334351","ELEKTRISCHE DAM","SPARTA","WIT","DAMES","dames"
"PL0100_BVH_1346882","ION GL","SPARTA","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_2001200","ORANGE PL.","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2001200","ORANGE PL.","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2373796","E SPECIALE","KOGA MIYATA","BRONSKLEURIG","ELECTRISCH","electrisch"
"PL0100_BVH_2085526","CHAMONIX PURE","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2091267","MAMBO","BATAVUS","WIT","DAMES","dames"
"PL0100_BVH_2124692","ONBEKEND","BATAVUS","BRONSKLEURIG","DAMES","dames"
"PL0100_BVH_2153353","ROAD BIKE U4","CORTINA","ZWART","HEREN","heren"
"PL0100_BVH_2195987","OMA FIETS","HIGHLANDER","WIT",NA,NA
"PL0100_BVH_2204779","HEREN","GAZELLE","ROOD","DAMES","dames"
"PL0100_BVH_2256945","ORANGE C7+","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2249214","URBAN","CORTINA","BRUIN","DAMES","dames"
"PL0100_BVH_2253623","OMAFIETS","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2397264","BLOCKBUSTER","BATAVUS","ZWART","HEREN","heren"
"PL0100_BVH_2391023",NA,"SPARTA","ONBEKEND","DAMES","dames"
"PL0100_BVH_2433172","PUCH TRADITION","PUCH","ZWART","OPOE","opoe"
"PL0100_BVH_2441452","MAMBO-7 DN7","BATAVUS","WIT","DAMES","dames"
"PL0100_BVH_2440444","ECLIPSE  L.E.","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2536338","ORANGE PL.","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2633754","PARIS PLUS","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_2704855","EXLIPSE LIMETED","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2957929",NA,"BATAVUS","ROOD","DAMES","dames"
"PL0100_BVH_2797237",NA,"BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_2857119","E-BIKE IMPULSE","KALKHOFF","ZWART","ELECTRISCH","electrisch"
"PL0100_BVH_2995721",NA,"BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3015396","ROAD BIKE","CUMBERLAND","ZWART","HEREN","heren"
"PL0100_BVH_3036514","ORANGE PL.","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_3079459","PRESTIGE 200","PUCH","GRIJS","HEREN","heren"
"PL0100_BVH_3079449","TOUCHE","GAZELLE","GROEN","HEREN","heren"
"PL0100_BVH_3123593","OLD DUTCH","BATAVUS","ZWART","OPOE","opoe"
"PL0100_BVH_3371504","MANHATTEN N-7","TARGET","ZWART","HEREN","heren"
"PL0100_BVH_3463395","MILO","CORTINA","GROEN","DAMES","dames"
"PL0100_BVH_3451638","SPECIAAL","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_3578257",NA,"AVALON","ZWART","OPOE","opoe"
"PL0100_BVH_1585610","RETRO OMAFIETS","ONBEKEND","ZWART","DAMES","dames"
"PL0100_BVH_1640664","IMPALA","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_1428608","SPORT PRIMEUR","GAZELLE","GROEN","DAMES","dames"
"PL0100_BVH_1379361",NA,"BATAVUS","ZWART","HEREN","heren"
"PL0100_BVH_1757116",NA,"ONBEKEND","BLAUW","ATB","sport"
"PL0100_BVH_1055166","EASY LIFE","HOLLANDIA","WIT","DAMES","dames"
"PL0100_BVH_1260311",NA,"GIANT","BLAUW","HEREN","heren"
"PL0100_BVH_1247253","CHAMONIX","GAZELLE","PAARS","HEREN","heren"
"PL0100_BVH_1322216",NA,"GAZELLE","WIT","HEREN","heren"
"PL0100_BVH_2093316","ORANGE","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2108560","ORANGE PL.","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2248785",NA,"LIMIT CLASSIC","ZWART","DAMES","dames"
"PL0100_BVH_2302165","FUEGO-8P DN8P B","BATAVUS","ONBEKEND","DAMES","dames"
"PL0100_BVH_2445014","PICK-UP","SPARTA","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_1556659",NA,"INFINEUM","WIT","DAMES","dames"
"PL0100_BVH_1576491","FREESPORT","MERIDA","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1418228","B-CONCEPT","BRINKER","BLAUW","DAMES","dames"
"PL0100_BVH_1151180","D49 2.0 SWITCH","UNION","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1314491","AMPHION D44/26","SPARTA","ONBEKEND","DAMES","dames"
"PL0100_BVH_2391742","TROM.7VERSN.V-B","GAZELLE","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_2742991","HERENFIETS","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_3661543","ION DT","SPARTA","GRIJS","ELEKTRISCHE","electrisch"
"PL0100_BVH_3152509","CARGO RN HEREN","INSTINCT","GRIJS","HEREN","heren"
"PL0100_BVH_3495724",NA,"OUTLET BEDUM","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_3510059","WASHINGTON","TARGET","BLAUW","DAMES","dames"
"PL0100_BVH_1362813","HOLLAND CLASSIC","RANGER","ZWART",NA,NA
"PL0100_BVH_1515077",NA,"ONBEKEND","BLAUW","DAMES","dames"
"PL0100_BVH_1319765",NA,"ONBEKEND","ZWART","OPOE","opoe"
"PL0100_BVH_2241378","OLD DUTCH","BATAVUS","ZWART",NA,NA
"PL0100_BVH_1061933",NA,"GAZELLE","GRIJS",NA,NA
"PL0100_BVH_2343350","KLEIN MODEL","EMPO","BLAUW","HEREN","heren"
"PL0100_BVH_1371010","AERO RSS 2","GIANT","GRIJS","SPORT","sport"
"PL0100_BVH_1277304","TROMM.3VERSN.ST","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2686613","CRUSH","CORTINA","ZWART","DAMES","dames"
"PL0100_BVH_1141251",NA,"GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_1246715","PORTEUR","BURGERS","ZWART","HEREN","heren"
"PL0100_BVH_2767171",NA,"GAZELLE","ROOD","DAMES","dames"
"PL0100_BVH_3356587","MOVE TRANSPORT","REFLECTION","ZWART","DAMES","dames"
"PL0100_BVH_1676240","LIBERTY","ALTRA","ZILVERKLEURIG","DAMES","dames"
"PL0100_BVH_1688253","PRIMEUR","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_1827499","BUTTERFLY","BATAVUS","ZWART","DAMES","dames"
"PL0100_BVH_3061230","NOSTALGIE","VEENO","ZWART","DAMES","dames"
"PL0100_BVH_3343834",NA,"WILDCAT","ZWART",NA,NA
"PL0100_BVH_1555600",NA,"SPARTA","ONBEKEND","DAMES","dames"
"PL0100_BVH_1741155","TWIST COMFORT C","GIANT","GOUDKLEURIG","DAMES","dames"
"PL0100_BVH_1436219","CUSTOM","GIANT","BLAUW","DAMES","dames"
"PL0100_BVH_1884776",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_2434977","BASIC","HIGHLANDER","ZWART","DAMES","dames"
"PL0100_BVH_2288034","OPOE FIETS","POPAL","ROZE","DAMES","dames"
"PL0100_BVH_1412773","OPOEFIETS","BELGA","ZWART","OPOE","opoe"
"PL0100_BVH_1487304",NA,"GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1381952","ANTIVADA","AZOR","GEEL","HEREN","heren"
"PL0100_BVH_1786600",NA,"ONBEKEND","ZWART","TANDEM","overig"
"PL0100_BVH_1196882","BEST BREAK","BATAVUS","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1158885","IMPALA","GAZELLE","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_1519458","ION GLS","SPARTA","GRIJS","DAMES","dames"
"PL0100_BVH_1266941","TORINO","BATAVUS","MEERKLEURIG","HEREN","heren"
"PL0100_BVH_3111858","HEREN 57","GAZELLE","Onbekend","HEREN","heren"
"PL0100_BVH_3111858","HEREN 57","GAZELLE","Onbekend","HEREN","heren"
"PL0100_BVH_2917589","DUTYNL","GAZELLE","BEIGE","DAMES","dames"
"PL0100_BVH_2698827","AVIGNON","GAZELLE","BLAUW","HEREN","heren"
"PL0100_BVH_1682512","HORIZON","TOEVOEGEN","BLAUW","DAMES","dames"
"PL0100_BVH_2968360","NL RN","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2104360",NA,"SPARTA","GROEN","DAMES","dames"
"PL0100_BVH_1524149","AMBRANCE","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1646068","CC131","PEUGEOT","BEIGE","DAMES","dames"
"PL0100_BVH_1279137",NA,"UNION","BRONSKLEURIG","DAMES","dames"
"PL0100_BVH_1514549","ENTREE ION RX D","SPARTA","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1061282","ARTMAP01 TOEGEV","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_1061282","ARTMAP01 TOEGEV","GAZELLE","ONBEKEND","DAMES","dames"
"PL0100_BVH_1253956","FURORE","GAZELLE","BLAUW","DAMES","dames"
"PL0100_BVH_1312058",NA,"GAZELLE","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_2073233",NA,"SPARTA","BLAUW","ELECTRISCH","electrisch"
"PL0100_BVH_2451635","PARIS PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2724268","OMAFIETS, CLASS","GAZELLE","ZWART",NA,NA
"PL0100_BVH_2996294","CANBERRA","GIANT","GRIJS","DAMES","dames"
"PL0100_BVH_2227287","CHAMONIX EXCELL","GAZELLE","ZWART","HEREN","heren"
"PL0100_BVH_2710254","SEC","BRIK","GROEN","HEREN","heren"
"PL0100_BVH_1661049","PICK UP","BURGERS","CREME","DAMES","dames"
"PL0100_BVH_1677566",NA,"CUMBERLAND","ZWART","DAMES","dames"
"PL0100_BVH_1657706",NA,"GIANT","ROOD","DAMES","dames"
"PL0100_BVH_1228758","DAMES, BLAUW","UNION","BLAUW","DAMES","dames"
"PL0100_BVH_1223477","NL","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2338422","WEEKEND","BATAVUS","GOUDKLEURIG",NA,NA
"PL0100_BVH_2453428","OMA","ONBEKEND","BLAUW","DAMES","dames"
"PL0100_BVH_3050263","PARIS PLUS","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_3062887","28"" ZWART","HIGHLANDER","ZWART","OPOE","opoe"
"PL0100_BVH_3558288",NA,"ONBEKEND","ZWART","HEREN","heren"
"PL0100_BVH_1949253","CHAMONIX C8","GAZELLE","GRIJS","HEREN","heren"
"PL0100_BVH_1145564",NA,"HOLLANDIA","ZWART","HEREN","heren"
"PL0100_BVH_1094497","OMA","HEMA","WIT","DAMES","dames"
"PL0100_BVH_1077281","OMAFIETS COLOUR","LIMIT CLASSIC","MEERKLEURIG","DAMES","dames"
"PL0100_BVH_1376757","STILIO","SPARTA","Onbekend","DAMES","dames"
"PL0100_BVH_2053952","ORANGE PLUS","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2368254","PARIS PLUS (M)","GAZELLE","ONBEKEND","HEREN","heren"
"PL0100_BVH_2201487","ORANGE C7+ D61","GAZELLE","ZWART","DAMES","dames"
"PL0100_BVH_2249621","ECLIPSE LIMITED","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2298872","U4","CORTINA","BLAUW","DAMES","dames"
"PL0100_BVH_2292929","ORANGE HM NU","GAZELLE","ZWART","ELECTRISCH","electrisch"
"PL0100_BVH_2292929","ORANGE HM NU","GAZELLE","ZWART","ELECTRISCH","electrisch"
"PL0100_BVH_2293494","SUPER FLIGHT DI","STEVENS","ZWART","DAMES","dames"
"PL0100_BVH_2435908","ORANGE PLUS","GAZELLE","WIT","DAMES","dames"
"PL0100_BVH_2574754","PARIS PLUS","GAZELLE","GRIJS","DAMES","dames"
"PL0100_BVH_2768184","ORANGE C7","GAZELLE","ZILVERKLEURIG","HEREN","heren"
"PL0100_BVH_3115086","CHAMONIX PURE","GAZELLE","GEEL","DAMES","dames"
"PL0100_BVH_3326427","OMAFIETS","BURGERS","ZWART","DAMES","dames"
"PL0100_BVH_2546894","BATO","BATAVUS","BRUIN","DAMES","dames"
"PL0100_BVH_1419128","OLD DUTCH","BATAVUS","ROOD","DAMES","dames"
"PL0100_BVH_3233401",NA,"LIMIT","ZWART","DAMES","dames"
"PL0100_BVH_1423565","PICK UP SP40006","SPARTA","ZWART","HEREN","heren"
"PL0100_BVH_1903238","STACCATO","BATAVUS","GROEN","DAMES","dames"
"PL0100_BVH_1210760","10 ROSES","CORTINA","BRUIN","DAMES","dames"
"PL0100_BVH_1346644","DAMESFIETS","JUNCKER","BRUIN","DAMES","dames"
