,BU_CODE,BU_NAAM,WK_CODE,GM_CODE,GM_NAAM,IND_WBI,WATER,POSTCODE,DEK_PERC,OAD,STED,AANT_INW,AANT_MAN,AANT_VROUW,P_00_14_JR,P_15_24_JR,P_25_44_JR,P_45_64_JR,P_65_EO_JR,P_ONGEHUWD,P_GEHUWD,P_GESCHEID,P_VERWEDUW,BEV_DICHTH,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,P_OVER_NW,OPP_TOT,OPP_LAND,OPP_WATER,geometry,x,y
62,BU00140807,Suikerfabriekterrein,WK001408,GM0014,Groningen,1,NEE,9743,6,988,4,5,0,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,5,-99999999,-99999999,-99999999,1.0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,77,36,41,"POLYGON ((6.52405382734149 53.21466870948461, 6.528679238884573 53.21436475369947, 6.529408581389047 53.21431680802274, 6.532024915901705 53.21296341904142, 6.532809375042909 53.21149564754118, 6.533457733046812 53.21127647785049, 6.534018478215929 53.21108420278939, 6.542011404568173 53.2129134662147, 6.542184195961014 53.21272094289512, 6.542360205758118 53.21253984451709, 6.542650223713515 53.21227172725619, 6.543000717054544 53.21198398272305, 6.543377490962111 53.21171307244715, 6.543774467964803 53.21145948588207, 6.544195698659022 53.21122029435019, 6.544887384341698 53.21088587791873, 6.545376317016703 53.21069424011549, 6.546262644457681 53.21041502497346, 6.546792101035661 53.21026237926927, 6.547021182738531 53.21019140671973, 6.546864382468329 53.21018789340427, 6.53354902022635 53.20975673025524, 6.531315299588196 53.20979413843091, 6.513609288047011 53.21107430243784, 6.513429004355068 53.21210267119557, 6.513371908374952 53.21282636947599, 6.51328440458446 53.21334083334517, 6.513053251654433 53.21405542263318, 6.512969891829154 53.21457297293727, 6.512953927228243 53.21481168983213, 6.518784667130408 53.21499323096002, 6.519236252604935 53.21496555637569, 6.519577814517202 53.21494462274484, 6.520370960081119 53.21489600929171, 6.523710178202477 53.2146912843579, 6.52405382734149 53.21466870948461))",6.526713239057558,53.21213135877267
63,BU00140808,Peizerweg,WK001408,GM0014,Groningen,1,NEE,9727,1,755,4,25,10,15,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,70,15,50,29,21,1.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,37,37,0,"POLYGON ((6.531315299588196 53.20979413843091, 6.53354902022635 53.20975673025524, 6.546864382468329 53.21018789340427, 6.547021182738531 53.21019140671973, 6.547134795112387 53.21014999683545, 6.547439496062401 53.21002724752594, 6.547585425738204 53.20995492684541, 6.547800647776127 53.20983971872992, 6.547989561051704 53.20972248416717, 6.548189060415107 53.20957996696823, 6.548391835265734 53.20939535269737, 6.548527373673289 53.20924763068663, 6.548586634552716 53.20917125682405, 6.548497974359975 53.20913990414765, 6.548373205326091 53.20905425470921, 6.548107348628809 53.20876575328516, 6.547916784426397 53.20868450374648, 6.547365298159304 53.20857244135402, 6.535376883637141 53.20554193814095, 6.53381301463862 53.20520442113248, 6.53328925130359 53.2050429285326, 6.533384597230684 53.20522266175385, 6.533364113513934 53.20529588772566, 6.533064671633207 53.2059165872288, 6.533012506129883 53.20623460678446, 6.533144129342761 53.20654424017902, 6.533328046872064 53.20673046765683, 6.533154847253586 53.20679978773988, 6.532985660819188 53.20682302667089, 6.532448917935692 53.20670380595617, 6.532379036930282 53.20681165687392, 6.531315299588196 53.20979413843091))",6.538784655959918,53.20826069473494
64,BU00140809,Bangeweer,WK001408,GM0014,Groningen,1,NEE,9744,1,509,4,275,140,135,18,11,20,38,14,55,36,7,2,418,115,29,32,39,2.4,5,1,-99999999,-99999999,-99999999,-99999999,-99999999,90,66,24,"POLYGON ((6.531315299588196 53.20979413843091, 6.532379036930282 53.20681165687392, 6.532448917935692 53.20670380595617, 6.532985660819188 53.20682302667089, 6.533154847253586 53.20679978773988, 6.533328046872064 53.20673046765683, 6.533144129342761 53.20654424017902, 6.533012506129883 53.20623460678446, 6.533064671633207 53.2059165872288, 6.533364113513934 53.20529588772566, 6.533384597230684 53.20522266175385, 6.53328925130359 53.2050429285326, 6.532971397698908 53.20494492175654, 6.532125579769558 53.20471696435236, 6.53191164260869 53.20465930228773, 6.531586387869505 53.20457163946173, 6.529149270890287 53.20406927591809, 6.528646850937859 53.20397477632107, 6.528346194686299 53.20389592345369, 6.527995115503919 53.20372681018942, 6.527803850852357 53.20364153663638, 6.527112443902215 53.20338736167901, 6.526561073511591 53.20322706211186, 6.525527220952122 53.20297725891817, 6.524818144597578 53.20280592372043, 6.524659853316869 53.20278101192946, 6.524350755479171 53.20273237006008, 6.523993179951931 53.20269707236908, 6.523581541441034 53.20262801040962, 6.523001009436477 53.20247522071881, 6.520378789731507 53.20178503920948, 6.519156649361731 53.2014633402084, 6.518339114033476 53.20124813257716, 6.518047760670171 53.20113495572655, 6.517799804186392 53.2009413896681, 6.517779594517649 53.20091596042847, 6.516571086834019 53.20249736711662, 6.516693148495751 53.20253309247004, 6.518325065890128 53.20299588974926, 6.51856459647742 53.20309282210196, 6.518668339839153 53.20319101727304, 6.518714020711702 53.20330895480255, 6.51866912226336 53.20342454739307, 6.518264090212242 53.20414924641177, 6.517803357773068 53.20484395606043, 6.517659807229257 53.20502577273199, 6.517378534244608 53.20538201846446, 6.516889426925077 53.20592068457081, 6.516419054677959 53.2064645642997, 6.515684130540023 53.20727640504894, 6.515168543689135 53.20792430828553, 6.514534453239772 53.20890986089486, 6.514209204653639 53.20950669885742, 6.513932915649198 53.21014337902203, 6.513813776334345 53.21047594978999, 6.513609288047011 53.21107430243784, 6.531315299588196 53.20979413843091))",6.5233233119509375,53.206743951470436
65,BU00140810,De Buitenhof,WK001408,GM0014,Groningen,1,NEE,9727,1,367,5,1630,795,835,26,11,18,36,8,58,37,4,1,4616,555,11,31,59,2.9,7,3,0,0,1,0,1,37,35,1,"POLYGON ((6.53191164260869 53.20465930228773, 6.531983622142011 53.20460254760723, 6.532910189248706 53.20148424978234, 6.532443973811573 53.20142611350845, 6.532990902630304 53.19906322305506, 6.533414479315727 53.19747189907967, 6.532069656058455 53.19734214660567, 6.529482376885529 53.1975841048753, 6.528909354949386 53.19764784594976, 6.527604875974938 53.19779980565208, 6.524869448783407 53.19845858498762, 6.524755178829695 53.1987733658049, 6.523955751499658 53.20049329145513, 6.525017298529357 53.20077511537474, 6.524659853316869 53.20278101192946, 6.524818144597578 53.20280592372043, 6.525527220952122 53.20297725891817, 6.526561073511591 53.20322706211186, 6.527112443902215 53.20338736167901, 6.527803850852357 53.20364153663638, 6.527995115503919 53.20372681018942, 6.528346194686299 53.20389592345369, 6.528646850937859 53.20397477632107, 6.529149270890287 53.20406927591809, 6.531586387869505 53.20457163946173, 6.53191164260869 53.20465930228773))",6.52902958740411,53.20070724218566
66,BU00140811,Kranenburg,WK001408,GM0014,Groningen,1,NEE,9727,1,372,5,0,0,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999,-99999999,-99999999,1.5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,32,31,1,"POLYGON ((6.519156649361731 53.2014633402084, 6.519551398947519 53.20085777036464, 6.519024905196348 53.20073402741895, 6.519968282515771 53.19922624831113, 6.520228470293828 53.19929142736427, 6.52161911227779 53.19964815080088, 6.521618232817787 53.19982116836072, 6.523955751499658 53.20049329145513, 6.524755178829695 53.1987733658049, 6.524869448783407 53.19845858498762, 6.527604875974938 53.19779980565208, 6.528909354949386 53.19764784594976, 6.529482376885529 53.1975841048753, 6.532069656058455 53.19734214660567, 6.533414479315727 53.19747189907967, 6.533850367472632 53.19605320029333, 6.533951618604108 53.19569465939018, 6.533450778967489 53.19568444893014, 6.532950232129293 53.19568528230406, 6.532449837084911 53.19569184821558, 6.531949697450832 53.19570803499628, 6.531369045450702 53.19573583132583, 6.530545438403887 53.19579901257399, 6.530491980271881 53.19555927564413, 6.529035141064688 53.19571845453538, 6.529028337283732 53.19571920217144, 6.52864333832774 53.1957672594895, 6.528330802397634 53.19581108570194, 6.527907999050668 53.19587265630427, 6.527306612162336 53.19596256795521, 6.526994935919843 53.19580626395383, 6.526958807607204 53.19580382150443, 6.52693139708507 53.19580848521701, 6.526918562701908 53.19582684982819, 6.526918326165819 53.19584626245987, 6.526926344928239 53.1958552626169, 6.526887099208604 53.19590488137767, 6.526860874059404 53.19592049695547, 6.526126137980969 53.19604104600033, 6.525396373095735 53.19616077052238, 6.524441494438006 53.19632762022994, 6.524105354940668 53.19638635145696, 6.523329262808345 53.19652822246307, 6.522685899192393 53.19665069794208, 6.522328380452738 53.19671666306398, 6.522015522793009 53.19677437713735, 6.521467558665209 53.19687547227223, 6.521094980287866 53.19693965310805, 6.520502899172363 53.19705056902205, 6.52044219806259 53.19706294210735, 6.520071976894451 53.19713839298184, 6.519998497408167 53.1971548043616, 6.519094817946312 53.19735664150786, 6.518700133542211 53.1974490159488, 6.518165660093246 53.19757389024608, 6.518133523738721 53.19758163400257, 6.51792563444836 53.19763028702592, 6.517922064852514 53.19763112036743, 6.516956430055481 53.19785712384046, 6.516701822628345 53.19791802307343, 6.516118263269644 53.19805247112184, 6.515771310069959 53.1981358943866, 6.515759966383865 53.19814274090043, 6.51577696993443 53.19816812057373, 6.515800763406809 53.19820364421248, 6.515784653862936 53.19820909799126, 6.515762788572727 53.19821649271056, 6.515725706926454 53.19823490430354, 6.515709512738736 53.19825087277714, 6.515702474676347 53.19826790527895, 6.515697687953499 53.19827947069192, 6.515715196920506 53.19830815243387, 6.515783847338157 53.19845578176253, 6.515856223492581 53.19853961735884, 6.516295620305542 53.19904856834186, 6.517779594517649 53.20091596042847, 6.517799804186392 53.2009413896681, 6.518047760670171 53.20113495572655, 6.518339114033476 53.20124813257716, 6.519156649361731 53.2014633402084))",6.52400715207536,53.19789860675151
67,BU00140812,De Kring,WK001408,GM0014,Groningen,1,NEE,9727,1,521,4,335,160,170,22,11,28,26,12,73,16,8,3,3600,150,34,25,41,2.2,4,1,-99999999,-99999999,-99999999,-99999999,-99999999,9,9,0,"POLYGON ((6.524659853316869 53.20278101192946, 6.525017298529357 53.20077511537474, 6.523955751499658 53.20049329145513, 6.521618232817787 53.19982116836072, 6.52161911227779 53.19964815080088, 6.520228470293828 53.19929142736427, 6.519968282515771 53.19922624831113, 6.519024905196348 53.20073402741895, 6.519551398947519 53.20085777036464, 6.519156649361731 53.2014633402084, 6.520378789731507 53.20178503920948, 6.523001009436477 53.20247522071881, 6.523581541441034 53.20262801040962, 6.523993179951931 53.20269707236908, 6.524350755479171 53.20273237006008, 6.524659853316869 53.20278101192946))",6.522065220225518,53.20106824736738
68,BU00140900,Vinkhuizen-Noord,WK001409,GM0014,Groningen,1,NEE,9743,1,2576,1,6150,3140,3005,10,29,27,18,16,64,24,7,5,7119,3740,62,22,17,1.6,13,16,2,2,2,2,9,87,86,0,"POLYGON ((6.528026327896939 53.23431452141944, 6.528594529146132 53.23361385538867, 6.529686121463294 53.23226915743919, 6.530248816917728 53.23159811030595, 6.530984310761467 53.23079218491156, 6.532084009611247 53.22946507965037, 6.532089054823008 53.22945854683159, 6.534051952968189 53.22691692209312, 6.53316879146082 53.22669182593838, 6.532271295323692 53.22650654054129, 6.530080137949933 53.22610659889817, 6.526601796384436 53.22546881802275, 6.526221626322621 53.22539910390964, 6.522890294586545 53.22478983294641, 6.521333051306058 53.22450465726544, 6.520612544842474 53.22437270173675, 6.520139634043307 53.22512737650215, 6.519523448775632 53.22611065020462, 6.519464582982613 53.22711838863653, 6.519376454609452 53.22862701626565, 6.519085334380704 53.22859632044359, 6.519078996510094 53.22861907247588, 6.518382595940098 53.23111973634112, 6.517672732323207 53.23366844590591, 6.518224689849444 53.23391770149492, 6.518840743533095 53.23438034691763, 6.519330010486489 53.23489463482336, 6.519954537517047 53.23582155858444, 6.523431662638954 53.23489137438087, 6.52542682938194 53.23436263147694, 6.526022667670464 53.2342349991582, 6.526208066070038 53.23421451257264, 6.526817826954752 53.23418935917118, 6.527594425143099 53.23424635502212, 6.527932335225757 53.23429963888688, 6.528026327896939 53.23431452141944))",6.524764096408374,53.2298645706851
69,BU00140901,Vinkhuizen-Zuid,WK001409,GM0014,Groningen,1,NEE,9743,1,2537,1,4780,2195,2585,17,14,21,24,24,50,29,11,9,4677,2315,47,22,31,2.0,11,22,3,3,5,2,10,104,102,2,"POLYGON ((6.520612544842474 53.22437270173675, 6.521333051306058 53.22450465726544, 6.522890294586545 53.22478983294641, 6.526221626322621 53.22539910390964, 6.526601796384436 53.22546881802275, 6.530080137949933 53.22610659889817, 6.532271295323692 53.22650654054129, 6.53316879146082 53.22669182593838, 6.534051952968189 53.22691692209312, 6.535134790284095 53.22551468655162, 6.535857478726982 53.22465722225177, 6.536194806711488 53.22429957912971, 6.537204413634808 53.22333317670974, 6.537724424099665 53.22285156908601, 6.538953185504674 53.22171349654936, 6.539044205308432 53.22162072129736, 6.539155810045962 53.22150696689111, 6.539327284426837 53.22127867761918, 6.539533731287513 53.22092093495332, 6.539637031030018 53.22063709075913, 6.539741519676046 53.22024876434864, 6.539748775938064 53.22021652392299, 6.539731705291403 53.21957630801115, 6.539597090154273 53.21906553531483, 6.539595410499991 53.21905915832493, 6.539539349560327 53.21884644531328, 6.538526742690323 53.21836334748024, 6.538324550885839 53.21872322594609, 6.536488429282682 53.21834991354464, 6.536814539946367 53.21775719909598, 6.530268914626 53.2164194180905, 6.530231270939795 53.21649337489426, 6.523871328893748 53.21624825846908, 6.52379059902765 53.21683340435843, 6.523211122193294 53.21831071664467, 6.523264464201619 53.21842751601005, 6.523191714431475 53.21857695859075, 6.522723099371809 53.21953952570079, 6.521803680527489 53.22142795308802, 6.521484464057547 53.2220835605838, 6.521665686848684 53.22269198444735, 6.520612544842474 53.22437270173675))",6.530111672764053,53.22127985441348
70,BU00140902,Hoendiep,WK001409,GM0014,Groningen,1,NEE,9743,1,1651,2,125,70,50,10,10,40,33,8,55,37,6,2,253,75,53,29,17,1.7,8,17,0,2,1,0,14,53,50,3,"POLYGON ((6.539539349560327 53.21884644531328, 6.540172043722665 53.21892962930807, 6.540047449793138 53.21866483010888, 6.539897254931518 53.21822594178951, 6.539845583364478 53.21791640896841, 6.53982334424352 53.21758772224172, 6.539847972231805 53.21721994348907, 6.539941725762908 53.21680567038904, 6.540067089484932 53.21645399793949, 6.540287827098108 53.21605216369006, 6.540525793469218 53.21569024216821, 6.542646768187621 53.21305884652597, 6.542011404568173 53.2129134662147, 6.534018478215929 53.21108420278939, 6.533457733046812 53.21127647785049, 6.532809375042909 53.21149564754118, 6.532024915901705 53.21296341904142, 6.529408581389047 53.21431680802274, 6.528679238884573 53.21436475369947, 6.52405382734149 53.21466870948461, 6.524010634157896 53.2149392552645, 6.523808294070974 53.21620657090417, 6.523871328893748 53.21624825846908, 6.530231270939795 53.21649337489426, 6.530268914626 53.2164194180905, 6.536814539946367 53.21775719909598, 6.536488429282682 53.21834991354464, 6.538324550885839 53.21872322594609, 6.538526742690323 53.21836334748024, 6.539539349560327 53.21884644531328))",6.534607011484061,53.21485789071874
71,BU00140903,Friesestraatweg,WK001409,GM0014,Groningen,1,NEE,9743,1,3504,1,45,30,15,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,253,30,73,15,12,1.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,21,19,3,"POLYGON ((6.529993043654459 53.23462108820733, 6.530774501993146 53.23338284080724, 6.531534509761763 53.23274327608299, 6.532626126399667 53.23210054187346, 6.532973427476507 53.23061631400009, 6.533379706517743 53.22991837713418, 6.533547947353648 53.22966211276024, 6.5343720385082 53.2288600278402, 6.535427711964224 53.2273062620718, 6.536833051284789 53.22537296889239, 6.538286558178102 53.2238642492286, 6.540357718169251 53.22217425235783, 6.542293773371195 53.22095900966395, 6.541448906641079 53.2203721532717, 6.541089183954594 53.22008310746174, 6.540670663137663 53.21966081893115, 6.540436428250299 53.21935528788872, 6.540172043722665 53.21892962930807, 6.539539349560327 53.21884644531328, 6.539595410499991 53.21905915832493, 6.539597090154273 53.21906553531483, 6.539731705291403 53.21957630801115, 6.539748775938064 53.22021652392299, 6.539741519676046 53.22024876434864, 6.539637031030018 53.22063709075913, 6.539533731287513 53.22092093495332, 6.539327284426837 53.22127867761918, 6.539155810045962 53.22150696689111, 6.539044205308432 53.22162072129736, 6.538953185504674 53.22171349654936, 6.537724424099665 53.22285156908601, 6.537204413634808 53.22333317670974, 6.536194806711488 53.22429957912971, 6.535857478726982 53.22465722225177, 6.535134790284095 53.22551468655162, 6.534051952968189 53.22691692209312, 6.532089054823008 53.22945854683159, 6.532084009611247 53.22946507965037, 6.530984310761467 53.23079218491156, 6.530248816917728 53.23159811030595, 6.529686121463294 53.23226915743919, 6.528594529146132 53.23361385538867, 6.528026327896939 53.23431452141944, 6.529074818573443 53.23447566592243, 6.529993043654459 53.23462108820733))",6.534942890204968,53.227169794217325
72,BU00140904,Reitdiep,WK001409,GM0014,Groningen,1,NEE,9746,1,795,4,2610,1345,1265,30,7,33,25,5,60,34,4,1,3094,930,19,28,53,2.8,9,6,0,1,1,1,3,97,84,12,"POLYGON ((6.513977202994685 53.2374202584496, 6.512792400574863 53.24139847720416, 6.515811332721299 53.24218918701882, 6.514729075687179 53.24450802106018, 6.514390985679917 53.2443996267482, 6.512809768608872 53.24391053533071, 6.511690432734761 53.24521257806905, 6.513609630640616 53.24583010047878, 6.51427681760978 53.24508400666445, 6.517589203227527 53.24620133491038, 6.517218590032759 53.24660902334388, 6.520939405759045 53.24758039099917, 6.521857429706464 53.24679005822428, 6.52285181646068 53.24529343142481, 6.523202039911877 53.24379965804918, 6.524885431928598 53.24230421763863, 6.525233324252364 53.24185996393523, 6.526131762450011 53.24071261341111, 6.526184988780039 53.23966341065051, 6.526437777535852 53.23925213630358, 6.528090549176872 53.23751556604918, 6.529004205861856 53.2364375104024, 6.529424718189227 53.23551690812783, 6.529993043654459 53.23462108820733, 6.529074818573443 53.23447566592243, 6.528026327896939 53.23431452141944, 6.527932335225757 53.23429963888688, 6.527594425143099 53.23424635502212, 6.526817826954752 53.23418935917118, 6.526208066070038 53.23421451257264, 6.526022667670464 53.2342349991582, 6.52542682938194 53.23436263147694, 6.523431662638954 53.23489137438087, 6.519954537517047 53.23582155858444, 6.515383627563176 53.23704413354312, 6.513977202994685 53.2374202584496))",6.520540697573073,53.24034503583214
73,BU00140905,Dorkwerd,WK001409,GM0014,Groningen,1,NEE,9746,1,83,5,80,40,35,11,13,25,28,24,46,48,4,3,40,35,26,40,34,2.3,5,0,-99999999,-99999999,-99999999,-99999999,-99999999,203,200,3,"POLYGON ((6.507049781048925 53.25113369215288, 6.507124084859293 53.25118403186863, 6.507262517736975 53.2512765833565, 6.507393605655448 53.25136609391612, 6.507437875360018 53.25139356529758, 6.507549546003117 53.25146981375408, 6.507833652517419 53.25166182131723, 6.50802944206522 53.25179118326997, 6.508140671946951 53.25186594344412, 6.508228295468733 53.25191790116962, 6.508314450294348 53.25196925277033, 6.508541961843572 53.25209744613602, 6.508695407526184 53.25218451800598, 6.508807978590708 53.25224681905085, 6.508922921325151 53.25231271008619, 6.509017419502111 53.25236622100893, 6.509111475024842 53.25241824359487, 6.509083730600963 53.25257589643356, 6.50906385964427 53.25270037030525, 6.509005701140466 53.2530744254758, 6.509456271307393 53.25282669735341, 6.509558135539992 53.25277786657973, 6.509684443579178 53.25286242328427, 6.509693837354249 53.25286870653816, 6.509843271038419 53.25296898827489, 6.510099163053886 53.25314408159846, 6.51036883332034 53.25332228093556, 6.510448563403796 53.25337356497128, 6.51063285871029 53.25350976990119, 6.510864043878032 53.25368120246144, 6.510987595905864 53.25377538025787, 6.511089665634292 53.25385013405781, 6.511233452526077 53.25395541801528, 6.511261334908002 53.25397660726266, 6.511271607359466 53.25398440966902, 6.511347842190522 53.25404235799029, 6.51144242135762 53.25411424290041, 6.514351716594376 53.25253556705074, 6.517651447694836 53.25105955793944, 6.518488459085798 53.25029503317172, 6.518615301825835 53.25003812576602, 6.519007770913632 53.24924324259294, 6.520939405759045 53.24758039099917, 6.517218590032759 53.24660902334388, 6.517589203227527 53.24620133491038, 6.51427681760978 53.24508400666445, 6.513609630640616 53.24583010047878, 6.511690432734761 53.24521257806905, 6.512809768608872 53.24391053533071, 6.514390985679917 53.2443996267482, 6.514729075687179 53.24450802106018, 6.515811332721299 53.24218918701882, 6.512792400574863 53.24139847720416, 6.513977202994685 53.2374202584496, 6.510081471165113 53.23846198735588, 6.495147541550058 53.24239582861916, 6.494004007067188 53.24267254974621, 6.488639185968772 53.24416669866719, 6.48601035145019 53.24465492834178, 6.480474604093904 53.24550550732842, 6.480499893701964 53.24578823065626, 6.480522060493248 53.24595906309612, 6.480536290600074 53.24607437892843, 6.480537126866844 53.24613107414181, 6.480533861295402 53.24617607102656, 6.48052411683249 53.24627642729844, 6.480512665342809 53.24632000688644, 6.480462211182806 53.24648702513818, 6.480450552298046 53.24654134516506, 6.480447592831082 53.24655761899439, 6.480446773006612 53.2466607701634, 6.480446925185678 53.24675850233614, 6.480440566489716 53.24692103065026, 6.480426514919511 53.24706784943611, 6.480430222006208 53.24721372436864, 6.48043128399356 53.24732966303328, 6.480439372310215 53.24737219312868, 6.480473844132705 53.24754435975615, 6.4805146693847 53.24774732724768, 6.480549636758886 53.24795919987271, 6.480614358791255 53.24831126432463, 6.480650005710995 53.24851559083905, 6.480686639176264 53.24871448065655, 6.480728214425995 53.24893459576703, 6.480773580258703 53.24922862363057, 6.480841843028268 53.24967716705432, 6.480906775050329 53.25009534930224, 6.480920739929063 53.25018529062608, 6.481345103416052 53.2501222227385, 6.48178510729106 53.25005498549901, 6.482166422221984 53.24999722259257, 6.482539284559671 53.24994115303434, 6.482932571493897 53.24988053772898, 6.483342777028164 53.2498165410825, 6.48385239333012 53.24973784964759, 6.48396607279477 53.2497209953853, 6.484423076102579 53.24965326018971, 6.48497895765454 53.2495664312024, 6.485350231775954 53.24951360227723, 6.485817077859143 53.24944188083797, 6.486082037808028 53.24940219037158, 6.486268471599526 53.24937414493358, 6.486333372908137 53.24936401663395, 6.486612526661478 53.24932042921895, 6.486852669081056 53.24928345328592, 6.487270760994562 53.24922011626941, 6.488264037901012 53.2490701432132, 6.488601658618252 53.24901635517435, 6.488556742093007 53.24897818926552, 6.488467819377116 53.24890114864593, 6.488424442023283 53.24886340954102, 6.488392714687763 53.24883072085541, 6.488351289730763 53.24879140011697, 6.488321031036426 53.24875931826497, 6.488286258668046 53.24871235164364, 6.488259603269018 53.24867525878038, 6.488232840002468 53.24862510938902, 6.488225279102772 53.24859593795922, 6.48822796995144 53.2485710306775, 6.488240467431698 53.24848120661241, 6.488251728167558 53.24841690613827, 6.488261077100932 53.24835050224829, 6.488269632465747 53.24832173092876, 6.488288816166154 53.24826440237489, 6.488307628016413 53.24819543203358, 6.488343256817923 53.24807616377436, 6.488366585993608 53.24800515663579, 6.488376732367094 53.24797943503341, 6.488394321734092 53.24793597826815, 6.488409319719967 53.24789665169341, 6.488429958004836 53.24785055183042, 6.488452619075302 53.24780269913293, 6.488481712187889 53.24773799206029, 6.488511747127879 53.24767378916133, 6.488534365652207 53.24762839893376, 6.488549141274192 53.24759678482107, 6.488572939523859 53.2475441949148, 6.488596280748665 53.24749010857111, 6.488626161226713 53.24743223260226, 6.488634001487789 53.24741419760062, 6.488656376411244 53.24736277965756, 6.488667991176734 53.24733767364977, 6.48868625765004 53.2473049042117, 6.488710402168845 53.24725765761744, 6.488725507915206 53.24723139629615, 6.488885183164955 53.24723780274297, 6.489447067409436 53.24726798806953, 6.489764837375573 53.24728405757479, 6.490041554050468 53.24729999166678, 6.490427496127828 53.2473209238965, 6.490409037532489 53.24718832222233, 6.490404066744538 53.24715502890707, 6.490399761318423 53.24711549332658, 6.490394444435331 53.24707684788984, 6.490389571853794 53.24702276869651, 6.490403097095925 53.24699975657943, 6.490416406164556 53.24698822162222, 6.490425434427667 53.24698039255334, 6.490460311205077 53.24697273948122, 6.490494161644293 53.24696596735682, 6.491085662130325 53.24687829695154, 6.49243575563509 53.24667469289428, 6.492309944706662 53.24642076011688, 6.492386416436732 53.24636009963644, 6.491985478696381 53.24555469935892, 6.492538222129856 53.24566047423645, 6.493303373216916 53.24580899522963, 6.493590012662308 53.24586403627512, 6.49363300669765 53.24586626446317, 6.493682428748376 53.24586855843938, 6.493758149408507 53.24586874132699, 6.493822466270753 53.24586940609476, 6.493902704416818 53.24586757054448, 6.493969154147479 53.24586261729033, 6.49401383876279 53.24585773907588, 6.494057053729293 53.24585224584359, 6.494101848890467 53.24584351134895, 6.494181629554827 53.2458232576648, 6.494230137237609 53.24580564637905, 6.494284173707659 53.24578512708086, 6.494355932150556 53.24575113557384, 6.494404107247639 53.24572818952845, 6.494451036242567 53.24569690717252, 6.494542634489016 53.24564382553354, 6.494676262858947 53.24556185129746, 6.495930525103935 53.24560922293526, 6.495988498332292 53.24561141065509, 6.495846649636396 53.24582303396296, 6.496737554343883 53.24652729243423, 6.497040156746465 53.24676648499371, 6.497526695949848 53.24713632426231, 6.498029016678695 53.24750898114167, 6.498060172136569 53.24757685343634, 6.498552516846437 53.24791368249069, 6.498717812812051 53.24802600724471, 6.499236328524959 53.24838326868748, 6.500594624359324 53.24806678331131, 6.502151401095853 53.24770632945736, 6.502163271177213 53.24770129500479, 6.502548704624575 53.24753794878784, 6.502635888971949 53.24750099587849, 6.502678156168646 53.24752722063324, 6.502825315833871 53.24761852786823, 6.502937074626822 53.24768787831188, 6.503169428776916 53.24785245771215, 6.503358612426762 53.24797440306026, 6.503512022862417 53.24806689144447, 6.503665036675096 53.24816258257742, 6.503725220361737 53.24819738357972, 6.503761666930234 53.2482214961632, 6.503783758215412 53.24823745699285, 6.503801148537371 53.24825002863825, 6.503850545770868 53.2482854334048, 6.504017536450315 53.24838387851347, 6.504103884948798 53.24843912219577, 6.504390391453316 53.24859961003925, 6.504490196812744 53.24866188087676, 6.50456423484267 53.24870049770069, 6.504623047681704 53.24873202181126, 6.504758674733392 53.24880871516492, 6.504940040439054 53.2489067103567, 6.504649947819092 53.24908723034629, 6.504886846271189 53.249273465646, 6.504918373721414 53.24930489371188, 6.505083957262224 53.24946333330438, 6.505168476789779 53.2495485355949, 6.50523421681098 53.24961147351625, 6.505259321584255 53.24963608672235, 6.505374973285832 53.24974954813772, 6.505513701470645 53.24988967194156, 6.505611939507994 53.24997976905983, 6.505732757258145 53.25010516891961, 6.505825549215002 53.25019609872891, 6.50588303683194 53.25025330867926, 6.506007152928141 53.25038100525407, 6.50610946603624 53.25048200002649, 6.506148925328127 53.2505234364542, 6.506187261397109 53.25056369643879, 6.506326177585386 53.25065769137044, 6.50648186278163 53.25076101018971, 6.506778115936751 53.25095723884174, 6.506864156755757 53.25101244721898, 6.506946233752826 53.25106731515486, 6.50695156707798 53.25107073451368, 6.507049781048925 53.25113369215288))",6.50353187317799,53.245803306515185
