,WK_CODE,WK_NAAM,GM_CODE,GM_NAAM,IND_WBI,WATER,OAD,STED,AANT_INW,AANT_MAN,AANT_VROUW,P_00_14_JR,P_15_24_JR,P_25_44_JR,P_45_64_JR,P_65_EO_JR,P_ONGEHUWD,P_GEHUWD,P_GESCHEID,P_VERWEDUW,BEV_DICHTH,AANTAL_HH,P_EENP_HH,P_HH_Z_K,P_HH_M_K,GEM_HH_GR,P_WEST_AL,P_N_W_AL,P_MAROKKO,P_ANT_ARU,P_SURINAM,P_TURKIJE,P_OVER_NW,OPP_TOT,OPP_LAND,OPP_WATER,geometry,x,y
0,WK001400,Centrum,GM0014,Groningen,1,NEE,6055,1,22635,11980,10655,3,44,33,13,7,85,9,5,2,9906,18055,82,14,4,1.2,17,11,0,1,1,1,7,241,228,13,"POLYGON ((6.555906524497907 53.21918296141726, 6.554938725043732 53.21909173640358, 6.553340269239755 53.21937170565909, 6.553472238007608 53.21965650428914, 6.553546566958421 53.21983649755143, 6.553240980837701 53.22022395832567, 6.55290034459006 53.2207910181769, 6.552699933106834 53.2212818502036, 6.552647250077223 53.22171080469236, 6.552725041379881 53.22244675131437, 6.5530498842219 53.22312992883396, 6.553555522385209 53.22357527649371, 6.554224680077981 53.22396273222468, 6.554470352461687 53.22411059493318, 6.554069307791504 53.22509068307893, 6.553808940612488 53.22572441581388, 6.554054920790132 53.22604418473947, 6.55468573664468 53.22620807153205, 6.556848754672438 53.2263989964955, 6.557236209164638 53.22655598547686, 6.558198101705575 53.22726012000314, 6.558811370367674 53.22757203531727, 6.559169354629071 53.22767152364467, 6.559810272751998 53.22758802485075, 6.560228144877879 53.22768364491676, 6.560859807765771 53.22668262486238, 6.561210541368481 53.22612671293472, 6.561867742364139 53.22618597197065, 6.564092422299286 53.22647887762716, 6.565089442319399 53.22600081628809, 6.566404130802387 53.22532821518225, 6.570872799849706 53.22719831835786, 6.571620672181153 53.22661270055285, 6.574020935368895 53.22510727818315, 6.575435702939071 53.22472573443808, 6.576334691347911 53.22433158304492, 6.577112075684732 53.22388848642262, 6.57755492724256 53.22354863271146, 6.57832810080587 53.22268204084396, 6.578688246621658 53.22194454648539, 6.578756902414503 53.22137709249003, 6.578769654832723 53.22113142113137, 6.578779429166626 53.22076579352922, 6.578538994974919 53.21965323778458, 6.578309841641399 53.21922128956733, 6.578195380861941 53.21896325754378, 6.57837840695784 53.21861463747951, 6.57846637949454 53.21852064860101, 6.578505028393121 53.21847935544484, 6.578505028347787 53.21847935379983, 6.578547161352525 53.21843433910858, 6.578860341942718 53.21809972589665, 6.580145201571002 53.21705154032897, 6.580145201525606 53.21705153868395, 6.580028593347219 53.21701593453636, 6.576600097788202 53.21573678525241, 6.575855192424435 53.21492757186257, 6.573686511965162 53.21377631037877, 6.573670553359416 53.21376823649717, 6.573331489084345 53.21359670275878, 6.572388539881623 53.21311965126468, 6.570148376332197 53.21263178061069, 6.570690304274394 53.21186663480751, 6.571320356870777 53.21073981151186, 6.570737865426019 53.2107877954891, 6.568056443704565 53.21071806298091, 6.562734525981637 53.2105411733199, 6.561049524130022 53.21061608331935, 6.559334082904677 53.21056231233896, 6.559324495961985 53.21059520604673, 6.559291592055147 53.21070337367384, 6.558694589819186 53.2127885583856, 6.558665237981623 53.21310309952359, 6.556682673808968 53.21354884471505, 6.556324254999748 53.21397955115386, 6.555858176383023 53.2140231467916, 6.555876569199289 53.21425274032312, 6.556205231777544 53.21478700555716, 6.556428156115654 53.21514218592007, 6.556654309775341 53.21552199318511, 6.556810337400029 53.21582744697907, 6.556578815911272 53.21611489572791, 6.557571993654783 53.216372754394, 6.557034683249905 53.21719628545061, 6.556236992818298 53.21837582089133, 6.555973740685263 53.21898325831432, 6.555906524497907 53.21918296141726))",6.56585064745422,53.21925808239608
1,WK001401,Oud-Zuid,GM0014,Groningen,1,NEE,3888,1,20525,10230,10290,6,35,35,16,9,81,12,5,2,5555,14875,73,20,8,1.4,14,8,0,1,1,0,5,387,370,17,"POLYGON ((6.547021182738531 53.21019140671973, 6.546792101035661 53.21026237926927, 6.546262644457681 53.21041502497346, 6.545376317016703 53.21069424011549, 6.544887384341698 53.21088587791873, 6.544195698659022 53.21122029435019, 6.543774467964803 53.21145948588207, 6.543377490962111 53.21171307244715, 6.543000717054544 53.21198398272305, 6.542650223713515 53.21227172725619, 6.542360205758118 53.21253984451709, 6.542184195961014 53.21272094289512, 6.542011404568173 53.2129134662147, 6.542646768187621 53.21305884652597, 6.542694926771619 53.21306982411611, 6.549231184885615 53.21455954245727, 6.549381611678905 53.21459382254836, 6.549816636142538 53.21455959375886, 6.550775782312551 53.2144470763935, 6.55133848124773 53.21444580734523, 6.553597287276007 53.21419547861058, 6.555858176383023 53.2140231467916, 6.556324254999748 53.21397955115386, 6.556682673808968 53.21354884471505, 6.558665237981623 53.21310309952359, 6.558694589819186 53.2127885583856, 6.559291592055147 53.21070337367384, 6.559324495961985 53.21059520604673, 6.559334082904677 53.21056231233896, 6.561049524130022 53.21061608331935, 6.562734525981637 53.2105411733199, 6.568056443704565 53.21071806298091, 6.570737865426019 53.2107877954891, 6.571320356870777 53.21073981151186, 6.570690304274394 53.21186663480751, 6.570148376332197 53.21263178061069, 6.572388539881623 53.21311965126468, 6.573331489084345 53.21359670275878, 6.573670553359416 53.21376823649717, 6.573686511965162 53.21377631037877, 6.575855192424435 53.21492757186257, 6.576600097788202 53.21573678525241, 6.580028593347219 53.21701593453636, 6.580145201525606 53.21705153868395, 6.581793978308819 53.21572918311807, 6.582531337324895 53.21514880250756, 6.588021311210998 53.21184231189678, 6.588166145206278 53.21175237282274, 6.588642696946478 53.2114492339588, 6.587960799008562 53.21116601967872, 6.587282310041812 53.2108921614317, 6.586593360096633 53.21062788514562, 6.585888960828195 53.21037340502801, 6.585174467935731 53.21012269044495, 6.584465052854823 53.20987697803876, 6.583762157139105 53.20963224626079, 6.583650510621507 53.20959354054878, 6.583059622452423 53.2093886822148, 6.582374299790159 53.20912804642331, 6.581751893887724 53.20881566497883, 6.58151936285851 53.20867182482369, 6.581491187972134 53.20865399914208, 6.579804371205548 53.20758665192474, 6.578633152493621 53.2068394347896, 6.578300738419613 53.20662735396511, 6.577909575788734 53.20641572426263, 6.577586611223363 53.20625966468674, 6.577165026054573 53.20609482273088, 6.576826807287514 53.20598278936001, 6.576448328169216 53.20587690397738, 6.57492594180455 53.20552121451647, 6.574164249371852 53.20535175886226, 6.573855166859073 53.20528299316086, 6.570228013003237 53.20445983314549, 6.568722115524396 53.20411803689637, 6.568536497964401 53.20407710204747, 6.564689764789213 53.20322867471638, 6.563691946819047 53.20301564106571, 6.563464708933845 53.20297002596063, 6.560044540322274 53.20228340095594, 6.559608008911433 53.20219737284361, 6.559372337765469 53.20215092635579, 6.55873323565286 53.20202497042471, 6.557876808204187 53.20185617651732, 6.557037322450921 53.20168610611109, 6.556064864922709 53.20147139801107, 6.555199994899652 53.20126129603713, 6.554585461625125 53.20109989177886, 6.554137520286039 53.20097352808398, 6.553566804738208 53.20080764672475, 6.546404956139835 53.19850923078511, 6.541682892480062 53.19698375519768, 6.540428889738719 53.1966139961058, 6.540315580672152 53.19658058507198, 6.539468269131327 53.19637449145967, 6.538708694289676 53.19621467840481, 6.537890543402816 53.19606310574681, 6.536690663049548 53.1958925674168, 6.536354766247409 53.19585539763785, 6.535929806419897 53.19581373821703, 6.535094787114511 53.19574760885401, 6.534603446645365 53.19571744828362, 6.533951618604108 53.19569465939018, 6.533850367472632 53.19605320029333, 6.533414479315727 53.19747189907967, 6.532990902630304 53.19906322305506, 6.532443973811573 53.20142611350845, 6.532910189248706 53.20148424978234, 6.531983622142011 53.20460254760723, 6.53191164260869 53.20465930228773, 6.532125579769558 53.20471696435236, 6.532971397698908 53.20494492175654, 6.53328925130359 53.2050429285326, 6.53381301463862 53.20520442113248, 6.535376883637141 53.20554193814095, 6.547365298159304 53.20857244135402, 6.547916784426397 53.20868450374648, 6.548107348628809 53.20876575328516, 6.548373205326091 53.20905425470921, 6.548497974359975 53.20913990414765, 6.548586634552716 53.20917125682405, 6.548527373673289 53.20924763068663, 6.548391835265734 53.20939535269737, 6.548189060415107 53.20957996696823, 6.547989561051704 53.20972248416717, 6.547800647776127 53.20983971872992, 6.547585425738204 53.20995492684541, 6.547439496062401 53.21002724752594, 6.547134795112387 53.21014999683545, 6.547021182738531 53.21019140671973))",6.55693089620906,53.20669547224339
2,WK001402,Oud-West,GM0014,Groningen,1,NEE,5105,1,14825,7340,7485,7,36,30,18,9,79,14,5,2,13186,10385,72,19,10,1.4,15,9,0,1,1,0,6,118,112,6,"POLYGON ((6.542293773371195 53.22095900966395, 6.547495365506325 53.22416012636451, 6.547536280263316 53.22418530267537, 6.548847133807036 53.22501105517992, 6.550667880720764 53.22615794776098, 6.555255287360462 53.2290582104349, 6.556199742349453 53.22984205918603, 6.556799803707717 53.22965855247705, 6.557444678256789 53.22954847379246, 6.558981004727769 53.22907185438803, 6.559387511661583 53.22887557701141, 6.559668605350837 53.22863828704092, 6.560025787367915 53.22800431466884, 6.560228144877879 53.22768364491676, 6.559810272751998 53.22758802485075, 6.559169354629071 53.22767152364467, 6.558811370367674 53.22757203531727, 6.558198101705575 53.22726012000314, 6.557236209164638 53.22655598547686, 6.556848754672438 53.2263989964955, 6.55468573664468 53.22620807153205, 6.554054920790132 53.22604418473947, 6.553808940612488 53.22572441581388, 6.554069307791504 53.22509068307893, 6.554470352461687 53.22411059493318, 6.554224680077981 53.22396273222468, 6.553555522385209 53.22357527649371, 6.5530498842219 53.22312992883396, 6.552725041379881 53.22244675131437, 6.552647250077223 53.22171080469236, 6.552699933106834 53.2212818502036, 6.55290034459006 53.2207910181769, 6.553240980837701 53.22022395832567, 6.553546566958421 53.21983649755143, 6.553472238007608 53.21965650428914, 6.553340269239755 53.21937170565909, 6.554938725043732 53.21909173640358, 6.555906524497907 53.21918296141726, 6.555973740685263 53.21898325831432, 6.556236992818298 53.21837582089133, 6.557034683249905 53.21719628545061, 6.557571993654783 53.216372754394, 6.556578815911272 53.21611489572791, 6.556810337400029 53.21582744697907, 6.556654309775341 53.21552199318511, 6.556428156115654 53.21514218592007, 6.556205231777544 53.21478700555716, 6.555876569199289 53.21425274032312, 6.555858176383023 53.2140231467916, 6.553597287276007 53.21419547861058, 6.55133848124773 53.21444580734523, 6.550775782312551 53.2144470763935, 6.549816636142538 53.21455959375886, 6.549381611678905 53.21459382254836, 6.549231184885615 53.21455954245727, 6.542694926771619 53.21306982411611, 6.542646768187621 53.21305884652597, 6.540525793469218 53.21569024216821, 6.540287827098108 53.21605216369006, 6.540067089484932 53.21645399793949, 6.539941725762908 53.21680567038904, 6.539847972231805 53.21721994348907, 6.53982334424352 53.21758772224172, 6.539845583364478 53.21791640896841, 6.539897254931518 53.21822594178951, 6.540047449793138 53.21866483010888, 6.540172043722665 53.21892962930807, 6.540436428250299 53.21935528788872, 6.540670663137663 53.21966081893115, 6.541089183954594 53.22008310746174, 6.541448906641079 53.2203721532717, 6.542293773371195 53.22095900966395))",6.549293086025283,53.21983922205132
3,WK001403,Oud-Noord,GM0014,Groningen,1,NEE,4824,1,18580,9235,9345,10,31,37,15,6,80,12,6,2,10458,12710,70,18,12,1.5,12,16,1,3,2,1,9,186,178,9,"POLYGON ((6.560025787367915 53.22800431466884, 6.559668605350837 53.22863828704092, 6.559387511661583 53.22887557701141, 6.558981004727769 53.22907185438803, 6.557444678256789 53.22954847379246, 6.556799803707717 53.22965855247705, 6.556199742349453 53.22984205918603, 6.557075513847452 53.23057696529805, 6.558038170404296 53.23183114739167, 6.558559803868882 53.23294701309759, 6.558571608054695 53.23298188174604, 6.558975197440232 53.23400810113382, 6.559324765696006 53.2350348470756, 6.559427005712883 53.23583248509867, 6.559381596501543 53.23663156325512, 6.559276957337427 53.2371684167461, 6.558843752283805 53.23832668065712, 6.556639058859901 53.24267132807953, 6.562681365056269 53.24078188731835, 6.567838552367095 53.23923477945247, 6.567920725043087 53.23921240045597, 6.568902836433244 53.23894492093379, 6.578308018390093 53.23609027204396, 6.578308169688425 53.23609022227591, 6.581237056904836 53.23511149017224, 6.583042463644828 53.23432068800066, 6.584353465171363 53.23361854361813, 6.584512687092865 53.23347957143685, 6.581259871553149 53.23195798271997, 6.580793610549342 53.23173985753937, 6.575430515722607 53.22931567791124, 6.574185520583864 53.22873733300698, 6.570872799849706 53.22719831835786, 6.566404130802387 53.22532821518225, 6.565089442319399 53.22600081628809, 6.564092422299286 53.22647887762716, 6.561867742364139 53.22618597197065, 6.561210541368481 53.22612671293472, 6.560859807765771 53.22668262486238, 6.560228144877879 53.22768364491676, 6.560025787367915 53.22800431466884))",6.567968331140253,53.23333074717513
4,WK001404,Oosterparkwijk,GM0014,Groningen,1,NEE,3929,1,11840,5835,6005,10,23,38,19,9,76,14,8,3,7865,7975,68,18,14,1.5,11,14,1,2,2,1,8,165,151,14,"POLYGON ((6.575430515722607 53.22931567791124, 6.580793610549342 53.23173985753937, 6.581259871553149 53.23195798271997, 6.584512687092865 53.23347957143685, 6.588075500500215 53.23065807718321, 6.590089890768605 53.22906261092564, 6.591781743880651 53.22764636002456, 6.591784438599198 53.22764410447598, 6.593853380351466 53.22591202000795, 6.598261938765785 53.22221623891858, 6.596426143340536 53.2217341275279, 6.585450361102879 53.21857869321795, 6.584601924490613 53.21833471838574, 6.580226690265606 53.21707642070381, 6.580203068877117 53.21706920766199, 6.580145201525606 53.21705153868395, 6.580145201571002 53.21705154032897, 6.578860341942718 53.21809972589665, 6.578547161352525 53.21843433910858, 6.578505028347787 53.21847935379983, 6.578505028393121 53.21847935544484, 6.57846637949454 53.21852064860101, 6.57837840695784 53.21861463747951, 6.578195380861941 53.21896325754378, 6.578309841641399 53.21922128956733, 6.578538994974919 53.21965323778458, 6.578779429166626 53.22076579352922, 6.578769654832723 53.22113142113137, 6.578756902414503 53.22137709249003, 6.578688246621658 53.22194454648539, 6.57832810080587 53.22268204084396, 6.57755492724256 53.22354863271146, 6.577112075684732 53.22388848642262, 6.576334691347911 53.22433158304492, 6.575435702939071 53.22472573443808, 6.574020935368895 53.22510727818315, 6.571620672181153 53.22661270055285, 6.570872799849706 53.22719831835786, 6.574185520583864 53.22873733300698, 6.575430515722607 53.22931567791124))",6.584371718284747,53.225095943271704
