,DDINDIENIN,OMSCHRIJVI,TYPE,geometry,x,y
0,2010-06-23,"Grand Theatre, Grote Markt 35, Open Huis 5 september 2010",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.56873402917497 53.21817471778531),6.56873402917497,53.21817471778531
1,2008-04-14,"G.S.H.C. Forward, Blauwborgje 26 Ledenweekend Lustrum 3 mei 2008 en Huize Hockey Toernooi 23 mei 2008",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.527723604016132 53.24097248301047),6.527723604016132,53.240972483010474
2,2007-04-20,"Koninginnedag 2007, Folk, Folkingestraat 42",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.565168963981741 53.21550392404856),6.5651689639817405,53.215503924048555
3,2004-06-28,"Poelestraat 25, Jorgen Horeca BV, EK Voetbal",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570671903042948 53.21819146198296),6.570671903042948,53.21819146198296
4,2009-09-17,"Sint Jansstraat 7, Stedelijke Muziekschool, diverse ontheffingen 2009",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
5,2009-09-17,"Sint Jansstraat 7, Stedelijke Muziekschool, diverse activiteiten in 2010",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
6,2008-09-23,"St Jansstraat 7, Muziekschool, diverse ontheffingen 2008 en 2009",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
7,2007-08-20,"G.S.H.C. Forward, Blauwborgje 26, 26 augustus en 10 september 2007",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.527723604016132 53.24097248301047),6.527723604016132,53.240972483010474
8,2011-03-28,"Stedelijke Muziekschool, Sint Jansstraat 7, diverse data in 2011",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
9,2011-09-29,"Sint Jansstraat 7, Stedelijke Muziekschool, diverse data in 2011",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
10,2011-11-07,"Sint Jansstraat 7, Stedelijke Muziekschool, 12 november 2011",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
11,2001-01-01,"Mandaat D&H vergunning Paterswoldseweg 31, 'Ou Hai'",Drank- en Horecavergunning,POINT (6.555216534776351 53.21223141657642),6.555216534776351,53.21223141657642
12,2013-04-19,"Koninginnenacht en -dag 2013, Steakcafé Pappa Joe, Gelkingestraat 50",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.569165189380279 53.21676646085027),6.569165189380279,53.216766460850266
13,2014-04-10,"Koningsnacht en Koningsdag 2014, Est 54, Zwanestraat 3",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.564811030424978 53.21857292257855),6.564811030424978,53.218572922578545
14,2010-02-16,"Stedelijke Muziekschool, diverse presentaties 2010, Sint Jansstraat 7",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
15,2011-05-17,"Sport en spelweekend Engelbert 27,28 en 29 mei 2011, Woldjerspoorweg 5a, MFC Engelbert",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.650176614859244 53.20845782922681),6.650176614859244,53.20845782922681
16,2010-11-11,"Stedelijke Muziekschool, Sint Jansstraat 7, div. dat in 2010 en 2011",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
17,2003-04-16,"Goudkantoor, Koninginnenacht en -dag 2003, Waagplein 1",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.56628007001764 53.21848875528528),6.56628007001764,53.21848875528528
18,2015-03-02,"Koningsnacht en -dag 2015, Cafe Peter Pan, Voor 't Voormalig klein Poortje 10-11",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.575248559571516 53.21656069762634),6.575248559571516,53.21656069762634
19,2008-09-24,"St. Jansstraat 7, Muziekschool, DHO 28-05-09 en 26-06-09",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
20,2010-10-25,"Stedelijke Muziekschool, ontheffingen Swingcafé. divers data 2010/2011",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
21,2002-06-19,"Topsport Noord Nederland, Pleintjesbasketball",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.57664043028413 53.2244526873337),6.57664043028413,53.2244526873337
22,2010-03-15,"Dees van Panacea, 8 juni 2010, Antonius Deusinglaan 1 en 3",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.57160284966846 53.22407928215552),6.5716028496684595,53.22407928215552
23,2006-08-11,"Open dag Grand Theatre, zondag 3 september 2006",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.56873402917497 53.21817471778531),6.56873402917497,53.21817471778531
24,2003-12-04,"Oliemulderstraat 38, Cafe Dijkman, ivm min lg",Drank- en Horecavergunning,POINT (6.577004425294966 53.21201972633874),6.577004425294966,53.21201972633874
25,2010-04-14,"Stedelijke Muziekschook, diverse presentaties, Sint Jansstraat 7",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
26,2017-01-18,"Koningsnacht en -dag 2017, Zwarte Schaap, Schuitendiep 52",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573305095255606 53.21865987151278),6.573305095255606,53.21865987151278
27,2010-02-15,"Stedelijke Muziekschool, Sint Jansstraat 7, diverse dagen",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
28,2011-03-24,"Stedelijke Muziekschool, Sint Jansstraat 7, 24 maart 2011",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570454634121944 53.21933977099323),6.570454634121944,53.21933977099323
29,2006-08-30,"25-jarig bestaan van De Nieuwe Weg, 2 september 2006, Nieuweweg 20",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.574781565281418 53.21839339109157),6.574781565281418,53.218393391091574
30,2017-01-18,"Koningsnacht en -dag 2017, Zwarte Schaap, Schuitendiep 52",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573305095255606 53.21865987151278),6.573305095255606,53.21865987151278
31,2015-01-09,"Koningsnacht en -dag 2015, Est. '54, Zwanestraat 3",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.564811030424978 53.21857292257855),6.564811030424978,53.218572922578545
32,2011-04-28,"Jubileum Taptoe Excelsior 2 juli 2011, Concourslaan 10",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.546197346967548 53.20277976744941),6.546197346967548,53.202779767449414
33,2016-06-24,"Eindexamenexpositie Minerva, 9 t/m 14 juli 2016",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.537501641651191 53.21037125912727),6.537501641651191,53.21037125912727
34,2008-10-17,"AOC Terra, schoolfeest 28 november 2008 en 29 mei 2009",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573366636719068 53.2028817080656),6.573366636719068,53.2028817080656
35,2016-02-05,"Loodsrave Festival, 14 en 15 mei 2016, Zeefgebouw en festivalterrein",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.537501641651191 53.21037125912727),6.537501641651191,53.21037125912727
36,2016-02-05,"Loodsrave Festival, 14 en 15 mei 2016, Zeefgebouw en festivalterrein",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.537501641651191 53.21037125912727),6.537501641651191,53.21037125912727
37,2016-06-21,"Paradigm Festival 12 t/m 15 augustus 2016, Energieweg 10 en buitenterrein",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.537501641651191 53.21037125912727),6.537501641651191,53.21037125912727
38,2011-01-28,"Schoolfeesten AOC Terra 11 feb 2011, Hereweg 99",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573366636719068 53.2028817080656),6.573366636719068,53.2028817080656
39,2004-04-23,"Fiesta Latina, Schuitendiep 15, CCLA",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.571811249198515 53.2192258150794),6.571811249198515,53.219225815079405
40,2017-07-12,"Paradigm Festival 12, 13 en 14 augustus 2017, Energieweg 10",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.537501641651191 53.21037125912727),6.537501641651191,53.21037125912727
41,2017-07-12,"Paradigm Festival 12, 13 en 14 augustus 2017, Energieweg 10",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.537501641651191 53.21037125912727),6.537501641651191,53.21037125912727
42,2006-11-21,"AOC Terra, Schoolfeest, 24 november 2006, Verlengde Hereweg 99",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573366636719068 53.2028817080656),6.573366636719068,53.2028817080656
43,2003-02-21,ontheffing puddingfabriek,Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570827569636057 53.21045665318561),6.570827569636057,53.21045665318561
44,2014-12-19,"Hundred Sound Accompanu, Pop Dijkemaweg 31, O&N 2014/15",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.594486731321894 53.22736782185597),6.594486731321894,53.22736782185597
45,2005-11-23,"Hereweg 99, AOC Terra, ivm schoolfeest 25 november 2005",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573366636719068 53.2028817080656),6.573366636719068,53.2028817080656
46,2009-10-05,"AOC Terra, Hereweg 99, schoolfeest 20 november 2009 en 4 juni 2010",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573366636719068 53.2028817080656),6.573366636719068,53.2028817080656
47,2014-05-06,"NOM Midzomerfeest 16 juni 2014, Voormalige Suikerunie, Van Heemskerckstraat 101, SD Event Production",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.537501641651191 53.21037125912727),6.537501641651191,53.21037125912727
48,2006-12-29,"Oudejaarsfeest Klimcentrum Bjoeks, Bieskemaar 3 te Groningen",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.60119906967507 53.24059688163217),6.60119906967507,53.24059688163217
49,2014-04-15,"Party Compleet, Maf Fun Festival Beijum, 24 mei 2014",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.591840679327712 53.25108859136574),6.591840679327712,53.25108859136574
50,1977-01-01,"mandaat D&H vergunning, Hora Siccamasingel 301/1",Drank- en Horecavergunning,POINT (6.57480448413948 53.19598674715519),6.57480448413948,53.19598674715519
51,2014-10-14,"Jonge Harten Theaterfestival, Oosterstraat 13, 21 t/m 29 nov 2014",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.568827253417458 53.21774005520183),6.568827253417458,53.21774005520183
52,2010-05-25,"Sport en spelweekend Engelbert, Woldjerspoorweg 5a, 27 t/m 30 mei 2010",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.650337669626618 53.2078467774303),6.650337669626618,53.2078467774303
53,2013-04-10,"Party Complet, Maf Fan Festival, 8 juni 2013, Fossemaheerd 113",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.590044544145423 53.24191289046976),6.590044544145423,53.241912890469756
54,2016-10-26,"Voetbal Vereniging Groningen VVG, Benefietavond t.b.v. kantinebouw, 5 november 2016",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.555885615160081 53.2392015341465),6.555885615160081,53.239201534146495
55,2011-04-08,"Technootjes Festival, 13-8-11, Helsinkistraat 4, P.H. Grimmius",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.597469166732192 53.21449298824744),6.597469166732192,53.214492988247436
56,2011-04-08,"Technootjes Festival, 13-8-11, Helsinkistraat 4, P.H. Grimmius",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.597469166732192 53.21449298824744),6.597469166732192,53.214492988247436
57,2015-04-15,"Koningsdag 27 april 2015, Vera, Oosterstraat 44",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570457543825818 53.21715820183368),6.570457543825818,53.21715820183368
58,2016-03-22,"Koningsdag 27 april 2016, VERA",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.570457543825818 53.21715820183368),6.570457543825818,53.21715820183368
59,2007-03-02,"Stichting Vrienden van Petit Mbao, elke 1e zondag van de maand, borrel, Duinkerkenstraat 50",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.606942095630355 53.20007483225672),6.606942095630355,53.200074832256725
60,2016-05-20,"Ambassade Bremen & Oldenburg, Brugstraat 30, diverse activiteiten o.l.v. Gemeente Groningen, EZ, Jaap Hut",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.559791103765916 53.21647697377752),6.559791103765916,53.21647697377752
61,2010-03-02,"Bloemenjaarmarkt 2 april 2010, Grote Markt 21b, Fujiyama",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567196898404943 53.21927710673125),6.567196898404943,53.219277106731255
62,2016-06-30,"Kaaskop, Zwanestraat 24 en Spaak, Oude Boteringestraat 66, Tour de France kaasjes en wijn",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.56294810878499 53.22069009217191),6.56294810878499,53.22069009217191
63,2007-04-23,"Koninginnenacht en Koninginnedag 2007, MArtinibeach, Grote Markt 21a",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567196898404943 53.21927710673125),6.567196898404943,53.219277106731255
64,2011-06-21,"Straatfeest Zonland 75, 10 september 2011, Zonland 75",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.618619559482301 53.24287293572393),6.618619559482301,53.24287293572393
65,2004-08-25,"Verlengde Hereweg 92, Koevoet Woonbeheer, houseparty",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.581371569175992 53.19707084822077),6.5813715691759915,53.19707084822077
66,2013-06-28,"Groningens Ontzet, 2e Kamer, Damsterplein 2/1, 28 aug 2013",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.57468956254252 53.21699436264347),6.57468956254252,53.21699436264347
67,2012-06-08,"Hallo Zomerfeest 16 juni 2012, Damsterdiep 2/1, 2e Kamer, S. Hartsuiker",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.57468956254252 53.21699436264347),6.57468956254252,53.21699436264347
68,2003-06-04,"Mitra, Braderie, 6 juni",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.562928738872269 53.2243968357641),6.562928738872269,53.2243968357641
69,2001-01-01,"Mandaat D&H vergunning, Hoendiep 233 'De Boeg'",Drank- en Horecavergunning,POINT (6.497301601839335 53.21563321144112),6.497301601839335,53.21563321144112
70,2007-11-05,"Hereweg 101, AOC Terra, ivm schoolfeesten",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.574678146308405 53.20302431567647),6.574678146308405,53.20302431567647
71,1996-01-01,Mandaat D&H vergunning Grote Kromme Elleboog 13/13b 'Muller',Drank- en Horecavergunning,POINT (6.562218535951716 53.21822917654174),6.562218535951716,53.21822917654174
72,2005-08-08,"Haddingedwarststraat 6b, Ichthus Groningen, Keiweek",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.56485330796006 53.21632453398643),6.56485330796006,53.21632453398643
73,2013-11-14,"Koningsnacht en -dag 2014, Eetcafé de 2e kamer, Damsterdiep 2/1",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.57468956254252 53.21699436264347),6.57468956254252,53.21699436264347
74,1986-01-01,"Mandaat D&H vergunning Olgerweg 6a, 'Aktiviteitencentrum Engelbert e.o.'",Drank- en Horecavergunning,POINT (6.633582450677038 53.21270304150161),6.6335824506770384,53.212703041501605
75,2006-04-24,"Koninginnedag 2006, Taberna Caldopenas, Oosterstraat 11a",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.569003028055636 53.21792756408272),6.569003028055636,53.21792756408272
76,2008-04-16,"Koninginnenacht - en dag 2008, Ocean 41, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
77,2013-09-12,"6-jarig bestaan Ocean 41, Grote Markt 41, 27 september 2013",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
78,2000-01-01,"Mandaat D&H Kornoeljestraat 4, 'Flatbar Selwerd I'",Drank- en Horecavergunning,POINT (6.555410174156308 53.23798693954934),6.555410174156308,53.237986939549344
79,2013-01-22,"Koninginnenacht en -dag 2013, Bij van Boven en Der Witz, Grote Markt 42 en 47",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567230199766202 53.21789840967141),6.567230199766202,53.217898409671406
80,2013-01-21,"Koninginnenacht en -dag 2013, Ocean 41, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
81,2009-04-28,"Stichting Flauwecult Collectief, theater Oosterhamrikkade 5 ZZ, 27 mei t/m 6 juni 2009",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.571898959092866 53.22725690863104),6.571898959092866,53.22725690863104
82,2013-11-11,"Koningsnacht en -dag 2014, Ocean 41, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
83,2014-07-02,"Ocean 41, WK Wedstrijd 5 juli 2014, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
84,2014-12-05,"Koningsnacht en -dag 2015, Ocean 41, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
85,2017-01-10,"Koningsnacht en -dag 2017, Ocean 41, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
86,2009-01-27,"Koninginnenacht en -dag 2009, Ocean 41, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
87,2014-09-16,"Ocean 41, Grote Markt 41, 7-jarig bestaan op 3 oktober 2014",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
88,2012-05-08,"Gronings ontzet 28 aug 2012, Eetcafé de 2e Kamer, Damsterdiep 2",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.574496470558879 53.21717175106112),6.574496470558879,53.21717175106112
89,2012-01-23,"Koninginnenacht en -dag 2012, Ocean 41, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
90,2016-08-30,"Ocean 41, 9-jarig bestaan, Grote Markt 41, 30 september 2016",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
91,2015-10-15,"Pop Dijkemaweg 31b, ontheffingen tbv 5 feesten",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
92,2016-02-22,"Pop Dijkemaweg 31b, ontheffing tbv 3 feesten",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
93,2017-06-16,"Pop Dijkemaweg 31b, M. Hilscher, 24 & 25 juni 2017, 26 & 27 augustus 2017, 8 & 9 september 2017",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
94,2010-04-14,"Koninginnenacht en -dag 2010, Bij van Boven, Hooghoudt en Der Witz, Grote Markt 42 en 47",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567230199766202 53.21789840967141),6.567230199766202,53.217898409671406
95,2012-02-10,"Koninginnenacht en -dag 2012, Der Witz en Hooghoudt/Bij Boven, Grote Markt 42 en 47",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567230199766202 53.21789840967141),6.567230199766202,53.217898409671406
96,2008-09-09,"Oude Roodehaansterweg 17, Advendo, 13 en 14 sept 2008",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.62633494788027 53.20317130379493),6.62633494788027,53.20317130379493
97,2009-07-07,"KEIweek Kroegentocht 12 augustus 2009, HASRET, Naberpassage 15",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.569822539989036 53.21849280822144),6.569822539989036,53.21849280822144
98,2011-04-07,"Tanz in den Mai 14 en 15 mei 2011, Pop Dijkemaweg 31b, Hundred Sound Accompany",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
99,2015-08-04,"8-jarig bestaan Ocean 41, Grote Markt 41, 11 september 2015 verplaatst naar 18 september 2015",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
100,2015-11-30,"Ocean 41, Koningsnacht en -dag 2016, Grote Markt 41",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567717724076162 53.21811664738871),6.567717724076162,53.21811664738871
101,2015-02-27,"Koningsnacht en -dag 2015, Helsinkistraat 6, Paradigm",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.597469166732192 53.21449298824744),6.597469166732192,53.214492988247436
102,2015-02-27,"Koningsnacht en -dag 2015, Helsinkistraat 6, Paradigm",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.597469166732192 53.21449298824744),6.597469166732192,53.214492988247436
103,2015-02-26,"Koningsnacht en -dag 2015, Pand 48, Schuitendiep 46-48",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573215718478131 53.21873683833178),6.5732157184781315,53.21873683833178
104,2015-02-26,"Koningsnacht en -dag 2015, Pand 48, Schuitendiep 46-48",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.573215718478131 53.21873683833178),6.5732157184781315,53.21873683833178
105,2017-01-19,"Koningsnacht en -dag 2017, Paradigm, Helsinkistraat 6",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.597469166732192 53.21449298824744),6.597469166732192,53.214492988247436
106,2017-01-19,"Koningsnacht en -dag 2017, Paradigm, Helsinkistraat 6",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.597469166732192 53.21449298824744),6.597469166732192,53.214492988247436
107,2017-05-30,"Helsinkistraat 6, Paradigm slotfeesten weekenden 2-6 t/m 4-6 en 7-6 t/m 12-6-2017",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.597469166732192 53.21449298824744),6.597469166732192,53.214492988247436
108,2010-11-18,"Oud- & Nieuwfeest 2010/2011, Pop Dijkemaweg 31b, Hundred Sound Accompany",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
109,2011-07-28,"Hundred Sound Accompany, 27 aug en 3 september 2011, Pop Dijkemaweg 31b",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
110,2014-06-12,"Pop Dijkemaweg 31b, Hundred Sound Accompany, Lesley Moore Invides",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
111,2015-01-27,"Pop Dijkemaweg, ontheffing 31-01+21-03+25-04+30-05-15",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
112,2015-07-29,"Pop Dijkemaweg 31b, Hundred Sound ccompany, Save The Vinyl, 8+9-8-2015",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
113,2016-11-24,"Pop Dijkemaweg 31b, feesten 2-12-16, 31-12-2016 en 28-01-2017",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
114,2013-08-02,"Hundred Sound Accompany 26/27 augustus en 28/29 september 2013, Pop Dijkemaweg 31b",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
115,2011-03-23,"Koninginnenacht en -dag 2011, Pruim City, Oosterstraat 13a",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.568827253417458 53.21774005520183),6.568827253417458,53.21774005520183
116,2010-02-04,"Hundread Sound Accompany, Pop Dijkemaweg 31b, lentefees 20 maart 2010 en Koninginnenacht 29 april 2010",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
117,2014-09-10,"Hundred Sound Accompany, Ballonnenfeest 27&28 sept, Save the Vinyl 4 en 5 okt en Spychronicity 25 en 26 okt 2014",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
118,2011-03-29,"Koninginnenacht en -dag 2011, Bij van Boven en Der Witz, Grote Markt 42 en 47",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567602926431824 53.21808170090743),6.567602926431824,53.218081700907426
119,2010-04-14,"Koninginnenacht en -dag 2010, Bij van Boven, Hooghoudt en Der Witz, Grote Markt 42 en 47",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567602926431824 53.21808170090743),6.567602926431824,53.218081700907426
120,2012-02-10,"Koninginnenacht en -dag 2012, Der Witz en Hooghoudt/Bij Boven, Grote Markt 42 en 47",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567602926431824 53.21808170090743),6.567602926431824,53.218081700907426
121,2009-11-19,"Hundread Sound Accompany, Oud&Nieuwfeest 2009/2010, Pop Dijkemaweg 31b",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
122,2011-02-15,"Lentefeest 26 en 27 maart 2011, Pop Dijkemaweg 31b, Hundred Sound Accompany",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
123,2012-03-13,"Pop Dijkemaweg 31b, Hundread Sound Accompany, Tech Trance Freakend Dance 14/15-4-12",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
124,2013-01-22,"Koninginnenacht en -dag 2013, Bij van Boven en Der Witz, Grote Markt 42 en 47",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.567602926431824 53.21808170090743),6.567602926431824,53.218081700907426
125,2011-11-29,"Oud & Nieuw 2011, Hundred Sound Accompany, Pop Dijkemaweg 31b",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
126,2012-09-07,"Het Ballonnen Feest, Pop Dijkemaweg 31b, 13/14 oktober 2012",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
127,2013-12-13,"Pop Dijkemaweg 31b, Hundred Sound Accompany, Oud & Nieuwe 2013/2014",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
128,2013-02-06,"Hundred Sound Accompany, Pop Dijkemaweg 31b, Stoelendans 2/3 maart 2013",Ontheffing volgens art. 35 Drank- en Horecawet,POINT (6.59522583246401 53.226776609087),6.59522583246401,53.226776609087
