,CODE,NAAM,OPP,OPP_HA,INW,geometry,x,y
61,BU00140004,Noorderplantsoen,195792,20,11,"POLYGON ((6.553472238178274 53.21965650407737, 6.553546566917356 53.21983649761738, 6.553240980358501 53.22022395815614, 6.552900344631235 53.22079101861633, 6.552699932987566 53.2212818502936, 6.552647250077356 53.22171080497994, 6.552725041667173 53.2224467506521, 6.55304988467239 53.22312992824295, 6.553555522548515 53.2235752760097, 6.554224680636212 53.22396273204456, 6.554470352793274 53.22411059447027, 6.554069307702974 53.22509068272134, 6.553808941204082 53.22572441553834, 6.554054920596341 53.22604418454762, 6.554685736424784 53.22620807094579, 6.556848754833232 53.2263989963568, 6.557236208676934 53.22655598506923, 6.558198101798063 53.22726011937146, 6.558811370459412 53.22757203489665, 6.559169354526993 53.22767152302863, 6.559810273155876 53.22758802473057, 6.560228145118044 53.22768364429741, 6.56085980753428 53.22668262488149, 6.561210541002831 53.22612671277888, 6.559996411152148 53.22611072684158, 6.558851647301439 53.22603519061455, 6.55753832982692 53.22568522685751, 6.557905708207597 53.2252671025972, 6.556662278005243 53.2248360190563, 6.556112603560363 53.22366140353483, 6.555768158062775 53.22292531345438, 6.55579454435621 53.22262362044147, 6.555963624694166 53.22208823893998, 6.556026033689283 53.22175510576173, 6.556030903166344 53.22089091598372, 6.556093928101997 53.22065172962362, 6.556732108685355 53.21958174719735, 6.556893775701718 53.21930262683137, 6.555906524634823 53.21918296118327, 6.554938724319986 53.2190917362875, 6.553340268999827 53.21937170557648, 6.553472238178274 53.21965650407737))",6.555730995227067,53.223439483086885
62,BU00140007,UMCG,240632,24,2,"POLYGON ((6.578769654079013 53.22113142152688, 6.578525159447357 53.2211384410011, 6.57835183690468 53.22111362488767, 6.577892945807415 53.22097232098197, 6.577261790306147 53.22086892143339, 6.577075583146736 53.22081163753066, 6.576914054477051 53.22074957951571, 6.576484087763206 53.22049901426176, 6.575763286337937 53.22027745246684, 6.574172929909285 53.22139448666655, 6.570042385061953 53.22350897210852, 6.569634764514928 53.22369927703502, 6.567533345967934 53.22475959311031, 6.571620672662559 53.22661270048603, 6.574020935049518 53.22510727787203, 6.575435702737339 53.22472573434471, 6.576334690996081 53.22433158276482, 6.577112074959174 53.22388848639911, 6.577554927233733 53.22354863214166, 6.578328099941548 53.22268204043502, 6.578688246399092 53.22194454605928, 6.578756901893142 53.22137709256325, 6.578769654079013 53.22113142152688))",6.573704797310186,53.223475876962794
63,BU00140002,Binnenstad-Oost,288705,29,3921,"POLYGON ((6.578525159447357 53.2211384410011, 6.578769654079013 53.22113142152688, 6.578779428811715 53.22076579359996, 6.578538994524215 53.21965323777675, 6.578309841577855 53.21922128962085, 6.578195380309597 53.21896325784315, 6.578378406321264 53.2186146374595, 6.578466378010824 53.21852064730168, 6.578505027160351 53.21847935392076, 6.578547159756719 53.21843433856083, 6.578860341841403 53.21809972513855, 6.580145200988071 53.21705153872437, 6.580028593511718 53.21701593481608, 6.576600097157558 53.21573678543835, 6.576104412281588 53.215979993327, 6.575031049575591 53.2163293077345, 6.574385821251303 53.21661808536575, 6.574055201184591 53.21690529535192, 6.573914241377358 53.21706222595187, 6.572740660927446 53.21845949038192, 6.571924690663213 53.21986591496283, 6.570716349151198 53.22109818039961, 6.570385987798716 53.22137958579846, 6.570093559444175 53.22149187134296, 6.56840487175121 53.22199534645303, 6.567572788896894 53.22221802430244, 6.567028864595732 53.22230044326895, 6.566652832393619 53.2222892165987, 6.566275794707923 53.22224112373797, 6.566278342097984 53.2226188550345, 6.569713731290931 53.22366240998059, 6.56971373148888 53.22366241013331, 6.570042385061953 53.22350897210852, 6.574172929909285 53.22139448666655, 6.575763286337937 53.22027745246684, 6.576484087763206 53.22049901426176, 6.576914054477051 53.22074957951571, 6.577075583146736 53.22081163753066, 6.577261790306147 53.22086892143339, 6.577892945807415 53.22097232098197, 6.57835183690468 53.22111362488767, 6.578525159447357 53.2211384410011))",6.574328043372061,53.21960927924762
64,BU00140100,De Meeuwen,232245,23,1373,"POLYGON ((6.583762156061484 53.20963224586342, 6.58365051103962 53.20959353957095, 6.580725477600073 53.21324027940731, 6.579136390461902 53.21481890541322, 6.578678218087867 53.2149989339397, 6.577809043537475 53.21517797173102, 6.577160018075019 53.2154152084618, 6.576600097157558 53.21573678543835, 6.580028593511718 53.21701593481608, 6.580145200988071 53.21705153872437, 6.581793977880933 53.21572918333712, 6.582531336354574 53.21514880236973, 6.588021310350318 53.21184231226574, 6.588166144879082 53.21175237297832, 6.58864269599136 53.21144923395249, 6.587960797655429 53.21116601984, 6.587282308346541 53.21089216034888, 6.586593358559103 53.21062788393957, 6.585888959195769 53.21037340484029, 6.585174466361643 53.21012268937968, 6.584465053147412 53.20987697743746, 6.583762156061484 53.20963224586342))",6.582840088980523,53.213230403109065
65,BU00140101,Oosterpoort,416399,42,5107,"POLYGON ((6.576600097157558 53.21573678543835, 6.577160018075019 53.2154152084618, 6.577809043537475 53.21517797173102, 6.578678218087867 53.2149989339397, 6.579136390461902 53.21481890541322, 6.580725477600073 53.21324027940731, 6.58365051103962 53.20959353957095, 6.583059622152003 53.20938868098195, 6.582374299926614 53.20912804511452, 6.581751891655442 53.20881566421323, 6.581519361129763 53.20867182463274, 6.581491187764053 53.20865399836853, 6.579804369235801 53.20758665071149, 6.576907801667005 53.20901398351027, 6.576896023255467 53.20901895298713, 6.576078700803034 53.2093636602786, 6.574887105910854 53.20981337131434, 6.57344224458477 53.21025353322609, 6.571320356527835 53.21073981178771, 6.570690303618946 53.21186663497835, 6.570148376223118 53.21263178074312, 6.572388539540162 53.21311965154391, 6.573664908658549 53.21376538113589, 6.57368651162552 53.21377631065889, 6.575855192327294 53.21492757214195, 6.576600097157558 53.21573678543835))",6.5772893131571815,53.21159940896226
66,BU00140105,Badstratenbuurt,66530,7,885,"POLYGON ((6.559291591769797 53.21070337364883, 6.559324495718708 53.21059520643094, 6.559334082465914 53.21056231225219, 6.55662972077546 53.21047322822012, 6.556460181803856 53.21101965400704, 6.556211808993485 53.21134907140377, 6.5557262137004 53.21184261702551, 6.555561547783344 53.21205536502508, 6.555548410553415 53.21235750766716, 6.555695781060166 53.21288395098105, 6.55577383440929 53.21321015163174, 6.555839032392186 53.21384936567271, 6.555858176335873 53.21402314677496, 6.556324255324079 53.21397955106433, 6.556682673668282 53.21354884498049, 6.558665237981883 53.21310309949208, 6.558694589624318 53.21278855849697, 6.559291591769797 53.21070337364883))",6.557343190700637,53.21204292309987
67,BU00140106,Zeeheldenbuurt,348786,35,3102,"POLYGON ((6.555858176335873 53.21402314677496, 6.555839032392186 53.21384936567271, 6.55577383440929 53.21321015163174, 6.555695781060166 53.21288395098105, 6.555548410553415 53.21235750766716, 6.555561547783344 53.21205536502508, 6.5557262137004 53.21184261702551, 6.556211808993485 53.21134907140377, 6.556460181803856 53.21101965400704, 6.55662972077546 53.21047322822012, 6.549330530852515 53.21024311053799, 6.547021183010669 53.21019140593016, 6.546792099779313 53.2102623799987, 6.546262643663004 53.21041502390776, 6.545376317162365 53.21069423936442, 6.544887382417614 53.21088587676135, 6.544195698939437 53.21122029386867, 6.543774468388427 53.21145948507434, 6.543377490255974 53.2117130729911, 6.543000716726181 53.2119839824358, 6.542650222305008 53.21227172674379, 6.542360205855744 53.2125398435201, 6.542184194916552 53.21272094188874, 6.542011403830253 53.2129134663527, 6.542646768589104 53.21305884654397, 6.546648259056757 53.21397090330181, 6.549381611784079 53.21459382282492, 6.549816636313143 53.21455959372759, 6.550775782294939 53.21444707627968, 6.551338480730927 53.21444580749599, 6.553597286924933 53.21419547879771, 6.555858176335873 53.21402314677496))",6.5498820337291725,53.21227850652409
68,BU00140301,Indische buurt,716272,72,8371,"POLYGON ((6.566442217177501 53.23696350430905, 6.566834631060626 53.2374691423613, 6.567920724326965 53.23921239994876, 6.568902836070956 53.2389449206741, 6.578308017823381 53.23609027184828, 6.576648995155318 53.23413017541561, 6.576314777012165 53.23375210609492, 6.574555843362743 53.23294675619786, 6.570955451991242 53.23129808920508, 6.570681610689078 53.2311726849753, 6.568891772201058 53.2303530040283, 6.568252510484315 53.23006023072696, 6.567459645919125 53.22969384800746, 6.563600852277839 53.22791053355107, 6.561530558386849 53.22695365150997, 6.56085980753428 53.22668262488149, 6.560228145118044 53.22768364429741, 6.560025787283152 53.22800431414966, 6.560153258464856 53.22812132872957, 6.560464640042522 53.22873519815798, 6.560999745950902 53.22930428183656, 6.561099217879415 53.22941006802643, 6.562869338832428 53.23182029502367, 6.562880225949872 53.23183512353685, 6.563952288479301 53.23341850686391, 6.564374578218872 53.23404217861455, 6.565602722016211 53.23585585450009, 6.565717293458363 53.23602938160371, 6.566442217177501 53.23696350430905))",6.568770077626324,53.233509450061256
69,BU00140302,Professorenbuurt,573662,57,6000,"POLYGON ((6.584512686733078 53.23347957132772, 6.581259870832586 53.23195798241916, 6.580793610212339 53.23173985731949, 6.575430515549332 53.22931567732642, 6.574185520023255 53.2287373325322, 6.570872799490257 53.22719831808175, 6.566404130436739 53.22532821490351, 6.565089441805188 53.22600081584837, 6.564092422205637 53.22647887717183, 6.561867742471239 53.22618597168842, 6.561210541002831 53.22612671277888, 6.56085980753428 53.22668262488149, 6.561530558386849 53.22695365150997, 6.563600852277839 53.22791053355107, 6.567459645919125 53.22969384800746, 6.568252510484315 53.23006023072696, 6.568891772201058 53.2303530040283, 6.570955451991242 53.23129808920508, 6.574555843362743 53.23294675619786, 6.576314777012165 53.23375210609492, 6.576648995155318 53.23413017541561, 6.578308017823381 53.23609027184828, 6.578308166321427 53.23609021660024, 6.581237056559735 53.23511148990723, 6.583042463302244 53.2343206877345, 6.58435346481247 53.23361854328542, 6.584512686733078 53.23347957132772))",6.573353685142371,53.23049925673629
70,BU00140511,Waterhuizen,481024,48,6,"POLYGON ((6.625672181037871 53.1945946996973, 6.627258736077551 53.19369336814227, 6.629320279305362 53.19291407230849, 6.643992997792832 53.18736571765307, 6.643878054791117 53.18733094637323, 6.643650421636792 53.18726208573683, 6.643487331057337 53.18721275044018, 6.643358307758013 53.18717371619525, 6.643309749534042 53.18715899252621, 6.643298111927212 53.18715546586061, 6.641779661243873 53.18669501701405, 6.641463291775357 53.1865990333719, 6.640447205941738 53.18629075779437, 6.640398060922191 53.18627585037073, 6.640290642140181 53.18624232952108, 6.639993840928399 53.18614970524395, 6.639883256031606 53.18611377275409, 6.639857097549609 53.18610527507835, 6.639538996807566 53.18600189953575, 6.639538830726487 53.18600184735052, 6.63952288200446 53.18599666687572, 6.639468068115158 53.18598074886793, 6.639000259185034 53.18584492983412, 6.638990154163888 53.18583746860147, 6.638918301828507 53.18578437092379, 6.638715519910158 53.18587068272716, 6.638477134495958 53.18597214861684, 6.63805228919029 53.18614244622715, 6.638043432403371 53.18614400342128, 6.637857218722978 53.18618820948958, 6.637833149683077 53.18619039261514, 6.637362630251064 53.18623302425082, 6.636858559820304 53.18626193065477, 6.636336697652457 53.18627727976229, 6.63590649233474 53.18628038509974, 6.635999626595823 53.1863431661596, 6.636175951775043 53.18646527293321, 6.63628494102291 53.1865429232092, 6.636307632929496 53.18655884474216, 6.636439616465622 53.18665146966633, 6.636458735212819 53.18666488518776, 6.636573196704602 53.18674496748449, 6.636372570767312 53.18682076542371, 6.636337120509491 53.18683243980551, 6.636286444947866 53.18684377849561, 6.63569093738667 53.18704737891424, 6.635291245146966 53.18720555136178, 6.635370062434276 53.18729581908846, 6.635384753255183 53.18730666576698, 6.635402544430169 53.18732022108313, 6.635456281932117 53.18735586871334, 6.635429385385915 53.18736430848319, 6.635076472495165 53.18747159650786, 6.63480729665098 53.18755343407722, 6.634680465164511 53.1875896573391, 6.634643277893804 53.18760027987454, 6.634531166964317 53.1876323058938, 6.6343942621037 53.18767410644767, 6.634181250414293 53.1877357317946, 6.63397919231527 53.18779432224395, 6.633953778140717 53.1877945145586, 6.633945403145538 53.18779411634901, 6.633932377587019 53.18778965063117, 6.633923153145949 53.18778469606767, 6.633909148396959 53.18777065184502, 6.633600183937542 53.18752003734287, 6.633400557320094 53.18736539492166, 6.633051328930957 53.18762003655013, 6.633003574821675 53.18765651489764, 6.632972861010578 53.18767997439301, 6.632168177291331 53.18826674265632, 6.632133074276053 53.18829160446272, 6.632112797016547 53.18830550150886, 6.632075411077437 53.18833318182073, 6.632043910177735 53.18835167965934, 6.63201649636829 53.18836870620105, 6.631992889398008 53.18838128081437, 6.631949974964298 53.18839986114739, 6.63190885022867 53.18841460359511, 6.63186471949437 53.18842835275633, 6.630980779082332 53.18869229277826, 6.630719260364056 53.18877037509397, 6.630683761290454 53.18878097887853, 6.630223545571885 53.18892358578972, 6.630065443196488 53.1889725656201, 6.629941500933631 53.1890091223018, 6.62897293796577 53.18929274202813, 6.628742216338795 53.18936030132834, 6.628297299789931 53.18949057453676, 6.627417313115329 53.18975405156367, 6.62732664220387 53.1897812029769, 6.627193322799608 53.18982067551906, 6.626922813861405 53.18989877947406, 6.626810627239443 53.18993117638553, 6.625707038276651 53.19026620207347, 6.625477395122393 53.18999854513555, 6.625457740464228 53.18997731511702, 6.625302602411855 53.19004863451612, 6.625050099432764 53.19015745310352, 6.624718503302862 53.19030705052593, 6.624568812561765 53.19037744104644, 6.624516658947323 53.19040326729337, 6.62444399910651 53.19043615282271, 6.624436454200285 53.19043968149568, 6.624391834156674 53.1904605412814, 6.623057029994976 53.19106438756168, 6.622293722445574 53.19129127092506, 6.622259846433533 53.19130121741783, 6.622109698248074 53.1913474536503, 6.621978213891054 53.19138759337562, 6.621934039850777 53.191401087647, 6.621901724366125 53.19138865044337, 6.621870992167719 53.19142697095021, 6.621866753612649 53.19143416787946, 6.62499754162853 53.19300218404215, 6.624903863219491 53.193396053718, 6.624967525792801 53.19379207986371, 6.625208224483094 53.19410829221798, 6.625672181037871 53.1945946996973))",6.632449732609001,53.18987397464391
71,BU00140500,De Linie,117425,12,878,"POLYGON ((6.583059622152003 53.20938868098195, 6.58365051103962 53.20959353957095, 6.584770294512873 53.20799027313593, 6.58529544183652 53.20758471808936, 6.588108170659797 53.20611500151017, 6.586754496737841 53.20533458117312, 6.585438718323745 53.20580934757761, 6.584114238355919 53.20555494306795, 6.58343917467886 53.20587294988147, 6.579876607508903 53.2075510519768, 6.579804369235801 53.20758665071149, 6.581491187764053 53.20865399836853, 6.581519361129763 53.20867182463274, 6.581751891655442 53.20881566421323, 6.582374299926614 53.20912804511452, 6.583059622152003 53.20938868098195))",6.583785369605003,53.20724797474306
72,BU00140404,Damsterbuurt,371783,37,769,"POLYGON ((6.582328705181356 53.22013075875982, 6.582328703058816 53.22013076042629, 6.582337949865504 53.22013487396656, 6.583506442050037 53.2205253719291, 6.584797269274739 53.22088830738437, 6.589149770963146 53.2223053497982, 6.591446740313967 53.22305407341886, 6.592154322790091 53.22332536946143, 6.592515366147446 53.22359475079391, 6.592749514527831 53.22398510496193, 6.592972418882836 53.22529529468907, 6.593160188380446 53.22558900694293, 6.593853379919678 53.22591201972136, 6.598261937969854 53.22221623855764, 6.596426142471548 53.2217341273594, 6.58545036034466 53.2185786933951, 6.584601924425645 53.21833471833283, 6.580226689677914 53.21707642059997, 6.580145200704057 53.21705153905946, 6.578860341841403 53.21809972513855, 6.578547159756719 53.21843433856083, 6.578505026909906 53.21847935413881, 6.578505027160351 53.21847935392076, 6.580121722981524 53.21914829294252, 6.582328705181356 53.22013075875982))",6.588977505705805,53.221064313035235
73,BU00140503,Kop van Oost,63180,6,613,"POLYGON ((6.580145200988071 53.21705153872437, 6.580226689582937 53.2170764207386, 6.584601924425645 53.21833471833283, 6.58545036034466 53.2185786933951, 6.586584361560345 53.2174235535019, 6.581793977880933 53.21572918333712, 6.580145200988071 53.21705153872437))",6.583404432598274,53.217174404618284
74,BU00140502,Eemskanaal,1438202,144,69,"POLYGON ((6.581793977880933 53.21572918333712, 6.586584361560345 53.2174235535019, 6.58545036034466 53.2185786933951, 6.596426142471548 53.2217341273594, 6.596926316526269 53.22052857137503, 6.599682376043038 53.21401136661271, 6.601596041086109 53.20948496746048, 6.602877243821357 53.20675924461353, 6.605197499334663 53.20496510256653, 6.607595338104256 53.20365701226654, 6.60938172392718 53.20279880815727, 6.608939597137806 53.20269216332109, 6.608137323759425 53.20250400638751, 6.60765689017846 53.20240362209145, 6.607556862852253 53.20238770251761, 6.607236077653033 53.20233664818915, 6.606641314281291 53.20227121942077, 6.605858007032527 53.20222749834208, 6.605102661686122 53.202250833207, 6.604134297877086 53.20239439814414, 6.603189160715147 53.20262169816951, 6.602613204402751 53.20281357365298, 6.601502815951453 53.2033777036728, 6.595941704174673 53.20681853343563, 6.589807531303886 53.21068616166827, 6.58864269599136 53.21144923395249, 6.588166144879082 53.21175237297832, 6.588021310350318 53.21184231226574, 6.582531336354574 53.21514880236973, 6.581793977880933 53.21572918333712))",6.594850130757257,53.21262455853675
75,BU00140504,Woonschepenhaven,117726,12,132,"POLYGON ((6.602183339427413 53.22324594701139, 6.603161491703124 53.22352463192056, 6.604543721280718 53.22170274908399, 6.597305888939468 53.21963112080134, 6.596926316458694 53.22052857166226, 6.596426142471548 53.2217341273594, 6.598261937969854 53.22221623855764, 6.602183339427413 53.22324594701139))",6.600328655097137,53.22161961002059
76,BU00140505,Driebond,959504,96,26,"POLYGON ((6.597305889882553 53.21963112107132, 6.604543721280718 53.22170274908399, 6.603161491703124 53.22352463192056, 6.603161491735577 53.22352463187782, 6.612147959148262 53.22608441876273, 6.614300582462133 53.22290176540399, 6.615049547815151 53.22178918337446, 6.615431125030139 53.2212239063071, 6.616185144667145 53.22010011066158, 6.616939163836529 53.21900691247289, 6.617329202730883 53.21848140290397, 6.617739536521124 53.21795031748803, 6.618346837315098 53.21718835905964, 6.616988402773223 53.21735193294863, 6.615141682604048 53.21758378668337, 6.614296685643231 53.21765839365523, 6.613522900915665 53.21767874739326, 6.61300373202487 53.21766200736943, 6.612477567913642 53.21762536631478, 6.611873622199406 53.21755070648199, 6.611369688319301 53.21746611264306, 6.611073735495097 53.21739921447393, 6.610781311463203 53.21733311304169, 6.609648240557705 53.21705798222551, 6.608399860863766 53.21672039250652, 6.607868493156412 53.21655821090076, 6.606733537713597 53.21616818339914, 6.604517591437093 53.21526661803004, 6.603353100812743 53.21484457887357, 6.602533284850551 53.21462420749451, 6.602352214043785 53.2145837602966, 6.601297149145406 53.21434227243115, 6.599691999691425 53.21401314600156, 6.599682376022286 53.21401136660953, 6.597305889882553 53.21963112107132))",6.607351278989857,53.219848249833625
77,BU00140509,Stainkoel'n,911857,91,0,"POLYGON ((6.60948825473678 53.20274762737959, 6.60938172392718 53.20279880815727, 6.609810211255007 53.20290216097291, 6.61261760762779 53.2035643455358, 6.614316444186001 53.20396893883497, 6.614685023778249 53.2040567152112, 6.615865400678026 53.20433493772425, 6.616669682096378 53.20452450335451, 6.617521605984029 53.20470584138048, 6.618360606354399 53.20485476348879, 6.61927990926208 53.20498902100877, 6.62024813306735 53.20509670616487, 6.621165424078974 53.20517098048013, 6.622007356775479 53.20521183011811, 6.622864822695951 53.20522846176938, 6.623751824742137 53.20522457507919, 6.624586579035631 53.20522091133999, 6.624674652204152 53.20521733820144, 6.624671184372682 53.20509615407457, 6.624661919548895 53.20475930012795, 6.624951891284184 53.20456034869378, 6.625153103753988 53.20440371320664, 6.625418067617928 53.20418304640353, 6.625560501836553 53.20404788372685, 6.625654905603159 53.20393885521615, 6.625769454779474 53.20378749872624, 6.625824303761446 53.20368071171068, 6.625854306878179 53.20355770899369, 6.625873017164928 53.2033597222828, 6.625893965048875 53.20270791108096, 6.62590732998465 53.20242939754164, 6.625875808907162 53.20215951616165, 6.625893455414587 53.20202776227191, 6.625952572296474 53.2019081161144, 6.626002795566119 53.20182516411135, 6.626107761545404 53.20165924930009, 6.626195933124442 53.20141944073323, 6.626217279626633 53.20129705721872, 6.626239195025506 53.2011214048696, 6.626274393782326 53.20098578494234, 6.626383686971991 53.20051471439486, 6.626517060380287 53.20003645697651, 6.62658247891062 53.19987938833949, 6.626601490157262 53.19979860986643, 6.626589620587469 53.19970350198403, 6.626535988753022 53.19963995524038, 6.626586367844066 53.19958999093755, 6.626624606064508 53.19954197611288, 6.626753058702298 53.19934468822104, 6.626823739292641 53.1992589903066, 6.626910420067296 53.19919949304917, 6.627006399759638 53.19914539074613, 6.627102993580621 53.19911325402763, 6.627266575211656 53.19907860037365, 6.627460579490346 53.19904179867835, 6.627672693487758 53.19899930962202, 6.627887491871356 53.19894398638729, 6.628068603853994 53.19888350286289, 6.628216218412843 53.19882337455054, 6.628363674777736 53.19875774763898, 6.628537908637954 53.19866987169368, 6.628736264953283 53.19857258845097, 6.628919690358052 53.19848644084895, 6.629050424905668 53.19843528383603, 6.629228444074279 53.1983730062035, 6.629485363971059 53.19829892054852, 6.629681768751277 53.19824010940801, 6.629914790082786 53.19818275154914, 6.630005396034783 53.19815434991391, 6.630071592954766 53.19812435896312, 6.63011944057404 53.19809272486006, 6.630173023437223 53.19804821634765, 6.630240769413586 53.1979669407904, 6.63037548540133 53.19783001859413, 6.631582587001769 53.19614436786462, 6.632595258346389 53.19483677473125, 6.632652094658776 53.19476338329767, 6.632760079875015 53.19461596996493, 6.629320279305362 53.19291407230849, 6.627258736077551 53.19369336814227, 6.625672181037871 53.1945946996973, 6.622043206234542 53.19665612198293, 6.620969298069745 53.19720007466624, 6.60967541664666 53.20265721190815, 6.60948825473678 53.20274762737959))",6.62223835738275,53.199909066500105
