,horecatype,naam,objecttype,geometry,x,y
608,cafe,Tuinland Groningen Café,node,POINT (6.539279199999999 53.20964059999999),6.539279199999999,53.20964059999999
609,pub,Dagcafé Oude RKZ,node,POINT (6.5815765 53.1974958),6.5815765,53.1974958
610,fast_food,De Wachtkamer,way,POINT (6.5612985 53.2294094),6.5612985,53.2294094
611,cafe,Goudkantoor,way,POINT (6.566280100000001 53.21848739999999),6.566280100000001,53.218487399999994
612,fast_food,McDonald's Groningen,way,POINT (6.540703700000001 53.21370009999999),6.540703700000001,53.21370009999999
613,fast_food,McDonald's,way,POINT (6.584116499999999 53.2162862),6.5841164999999995,53.2162862
614,restaurant,Shufu State,way,POINT (6.6311948 53.23581149999999),6.6311948,53.23581149999999
615,bar,Café De Klikspaan,way,POINT (6.5678218 53.2087033),6.5678218,53.2087033
616,pub,Baxbier,way,POINT (6.5351809 53.22662669999999),6.5351809,53.22662669999999
617,restaurant,Tekinev,way,POINT (6.5686406 53.21751290000001),6.5686406,53.21751290000001
618,restaurant,De Seizoenen,way,POINT (6.661169100000001 53.21262),6.661169100000001,53.21262
619,pub,,way,POINT (6.5658848 53.2121276),6.5658848,53.2121276
620,pub,Cafe het Noorderstation,way,POINT (6.5565205 53.2300783),6.5565205,53.230078299999995
