cel,count,bushaltes,cameratoezicht_vlak,coffeeshops,horeca,onth_verg_drank_en_horeca,openbareverlichting,slaapopvang_en_methadon,verblijfsobjecten
848,0,0.0662233806,0.0000000000,0.0000000000,0.0004322669,0.0002122666,0.0118436823,0.0000000000,0.0001067802
849,0,0.0619947558,0.0000000000,0.0000000000,0.0000657093,0.0000801612,0.0086298301,0.0000000000,0.0000444626
850,0,0.0533492008,0.0000000000,0.0000000000,0.0000071269,0.0000144421,0.0057105896,0.0000000000,0.0001118800
851,0,0.0437157725,0.0000000000,0.0000000000,0.0000006116,0.0000012563,0.0044558983,0.0000000000,0.0002310377
852,0,0.0372253267,0.0000000000,0.0000000000,0.0000000359,0.0000003488,0.0046305756,0.0000000000,0.0001193357
853,0,0.0376838634,0.0000000000,0.0000000000,0.0000000052,0.0000029458,0.0048352877,0.0000000000,0.0001885539
854,0,0.0476979423,0.0000000000,0.0000000000,0.0000001837,0.0000152916,0.0063695184,0.0000000000,0.0013835009
855,0,0.0679604369,0.0000000000,0.0000000000,0.0000057334,0.0000513110,0.0148967144,0.0000000000,0.0037861006
856,0,0.0967064262,0.0000000000,0.0000000000,0.0000843833,0.0001931689,0.0434229969,0.0000000000,0.0044508253
857,1,0.1295751813,0.0000000000,0.0000000000,0.0005775829,0.0009315330,0.1167011778,0.0000000000,0.0179170149
858,0,0.1602505268,0.0000000000,0.0000000000,0.0018741861,0.0031185337,0.2494399254,0.0000000000,0.1014357668
859,3,0.1819999113,0.0000000000,0.0000000000,0.0033675436,0.0055896091,0.4040792629,0.0000000000,0.2283154957
860,3,0.1897028255,0.0000000000,0.0000000000,0.0061390568,0.0055799919,0.5113146886,0.0000000000,0.2532897016
861,5,0.1815767129,0.0000000000,0.0000000000,0.0131551246,0.0045199923,0.5366863550,0.0000000000,0.2768112567
862,4,0.1598392875,0.0000000000,0.0000000000,0.0172349752,0.0044209107,0.4770133997,0.0000000000,0.2792824313
863,4,0.1299199132,0.0000000000,0.0000000000,0.0109533660,0.0033276872,0.3428445795,0.0000000000,0.1663005744
864,0,0.0984188173,0.0000000000,0.0000000000,0.0032724144,0.0013293142,0.1861497096,0.0000000000,0.0417556811
865,0,0.0706904983,0.0000000000,0.0000000000,0.0004579724,0.0002608417,0.0736768501,0.0000000000,0.0036485874
866,0,0.0492862154,0.0000000000,0.0000000000,0.0000301646,0.0000275087,0.0235289445,0.0000000000,0.0004298669
867,0,0.0340162229,0.0000000000,0.0000000000,0.0000011245,0.0000042367,0.0102200759,0.0000000000,0.0008091093
868,0,0.0232710469,0.0000000000,0.0000000000,0.0000001247,0.0000015317,0.0075671947,0.0000000000,0.0005045457
869,0,0.0154598866,0.0000000000,0.0000000000,0.0000000293,0.0000003466,0.0059932703,0.0000000000,0.0000746240
870,0,0.0062155907,0.0000000000,0.0000000000,0.0000001118,0.0000000000,0.0000780792,0.0000000000,0.0000000000
871,0,0.0062500856,0.0000000000,0.0000000000,0.0000002504,0.0000000000,0.0004011918,0.0000000000,0.0000000013
872,0,0.0074370848,0.0000000000,0.0000000000,0.0000053408,0.0000000003,0.0012992580,0.0000000000,0.0000000506
873,0,0.0105018872,0.0000000000,0.0000000000,0.0000608679,0.0000000117,0.0025589278,0.0000000000,0.0000009122
874,0,0.0157585278,0.0000000000,0.0000000000,0.0003213561,0.0000002106,0.0032271874,0.0000000000,0.0000056418
875,0,0.0228624348,0.0000000000,0.0000000000,0.0007853490,0.0000018069,0.0030336109,0.0000000000,0.0000088799
876,0,0.0307056566,0.0000000000,0.0000000000,0.0008888375,0.0000073930,0.0027652408,0.0000000000,0.0000045669
877,0,0.0375708099,0.0000000000,0.0000000000,0.0004666786,0.0000144287,0.0028580058,0.0000000000,0.0000046519
878,0,0.0416204690,0.0000000000,0.0000000000,0.0001143929,0.0000134323,0.0032979825,0.0000000000,0.0000039407
879,0,0.0416429718,0.0000000000,0.0000000000,0.0000133997,0.0000059648,0.0037690824,0.0000000000,0.0000023820
880,0,0.0377562639,0.0000000000,0.0000000000,0.0000008145,0.0000012650,0.0034352905,0.0000000000,0.0000142720
881,0,0.0316693687,0.0000000000,0.0000000000,0.0000000322,0.0000002037,0.0023254743,0.0000000000,0.0000374908
882,0,0.0262921945,0.0000000000,0.0000000000,0.0000000011,0.0000017712,0.0014594455,0.0000000000,0.0000217727
883,0,0.0248729952,0.0000000000,0.0000000000,0.0000000004,0.0000195452,0.0011438282,0.0000000000,0.0000212481
884,0,0.0300629352,0.0000000000,0.0000000000,0.0000000266,0.0001032980,0.0013822594,0.0000000000,0.0001180398
885,0,0.0431662014,0.0000000000,0.0000000000,0.0000008202,0.0002616886,0.0032838095,0.0000000000,0.0003506846
886,0,0.0636014001,0.0000000000,0.0000000000,0.0000117283,0.0003357611,0.0112243849,0.0000000000,0.0005867182
887,0,0.0886278352,0.0000000000,0.0000000000,0.0000781942,0.0003690000,0.0386421848,0.0000000000,0.0036574606
888,0,0.1135935944,0.0000000000,0.0000000000,0.0002541579,0.0008426193,0.1047487162,0.0000000000,0.0343787334
889,3,0.1329457884,0.0000000000,0.0000000000,0.0005436369,0.0016686742,0.2043308228,0.0000000000,0.1125209198
890,3,0.1418660088,0.0000000000,0.0000000000,0.0014583732,0.0018180041,0.2918490318,0.0000000000,0.1592412553
891,3,0.1379453622,0.0000000000,0.0000000000,0.0035568627,0.0012916648,0.3241011524,0.0000000000,0.1716778132
892,0,0.1221416198,0.0000000000,0.0000000000,0.0046237582,0.0010166305,0.2925415225,0.0000000000,0.1498815324
893,0,0.0984772432,0.0000000000,0.0000000000,0.0028583380,0.0008111402,0.2116584771,0.0000000000,0.0800217090
894,0,0.0724863871,0.0000000000,0.0000000000,0.0008288520,0.0003846241,0.1159097026,0.0000000000,0.0182168712
895,0,0.0491114047,0.0000000000,0.0000000000,0.0001125552,0.0000908155,0.0454797891,0.0000000000,0.0013204026
896,0,0.0311408733,0.0000000000,0.0000000000,0.0000071555,0.0000103816,0.0127705307,0.0000000000,0.0000584139
897,0,0.0189380172,0.0000000000,0.0000000000,0.0000002147,0.0000006038,0.0034120493,0.0000000000,0.0001029419
898,0,0.0113085049,0.0000000000,0.0000000000,0.0000000040,0.0000000360,0.0019389089,0.0000000000,0.0000723821
899,0,0.0066787715,0.0000000000,0.0000000000,0.0000000003,0.0000000059,0.0021499357,0.0000000000,0.0000109551
